_id,EKITALDIA/EJERCICIO,HILABETE/MES,ZENBAKIA/CODIGO,LERROA/LINEA,CREDITRANS/CREDITRANS,CREDITRANS F20/CREDITRANS F20,CREDITRANS F50/CREDITRANS F50,GIZATRANS/GIZATRANS,GIZATRANS 20/GIZATRANS 20,GIZATRANS 50/GIZATRANS 50,BBCARD 24/BBCARD 24,BBCARD 48/BBCARD 48,BBCARD 72/BBCARD 72,GAZTE 70/GAZTE 70,GAZTE 70 F20/GAZTE 70 F20,GAZTE 70 F50/GAZTE 70 F50,GORO/GORO,GORO F20/GORO F20,GORO F50/GORO F50,OHIKOA/OCASIONAL,FAMILIA UGARIA/FAMILIA NUMEROSA,6 URTETIK BEHERAKOAK/MENORES DE 6 ANOS,ITSU-MUP-EN GIDARI-LAGUN/ACOMPANANTE INVIDENTE-PMRS,METROA/METRO,T.M MATXURA/PUP AVERIADO,ENPRESA/EMPRESA,GUZTIRA/TOTAL
218,2023,12,A3525,GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2906,258,11,107,,,,,,909,55,,252,18,,78,0,0,0,0,0,25,4619
219,2023,12,A3526,MUNGIA - GERNIKA LUMO - IBARRANGELU,2927,102,10,517,2,,,,,30,22,,147,,,181,0,11,0,0,0,26,3975
220,2023,12,A3532,GERNIKA LUMO - NABARNIZ,55,,,13,,,,,,,,,,,,5,0,0,0,0,0,0,73
221,2023,12,A3533,GERNIKA LUMO - MENDATA,40,,,1,,,,,,,,,,,,0,0,0,0,0,0,0,41
222,2023,12,A3534,GERNIKA LUMO - ERRIGOITI,29,1,,2,,,,,,,,,,,,0,0,0,0,0,0,0,32
223,2023,12,A3535,LEKEITIO - AMOROTO,134,,,15,,,,,,,,,,,,11,0,0,0,0,0,0,160
224,2023,12,A3536,LEKEITIO - MENDEXA,80,7,,6,,,,,,,,,,,,10,0,0,0,0,0,0,103
225,2023,12,A3538,LEKEITIO-Barainka,,,,13,,,,,,,,,,,,0,0,0,0,0,0,0,13
226,2023,12,A3915,BILBAO - DURANGO - ONDARROA (Autopista),36112,1186,241,9613,26,5,,,,1057,177,17,650,62,40,3036,4,602,17,0,0,213,53058
227,2023,12,A3916,BILBAO - ERMUA - ONDARROA (Autopista),26007,787,141,4188,6,5,,,,927,171,51,660,34,11,1708,9,446,3,0,0,115,35269
228,2023,12,A3922,MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,233,2,,57,,,,,,,,,17,,,3,0,0,0,0,0,0,312
229,2023,12,A2312,Zabalburu - UPV/EHU  (Juan de Garay),8817,622,116,24,24,,,,,1283,178,2,245,33,,100,0,6,0,0,0,76,11526
230,2023,12,A2314,BILBAO - Erandiogoikoa - UPV/EHU,18048,1119,103,390,23,,,,,1708,237,4,646,71,18,223,0,24,0,0,0,161,22775
231,2023,12,A2318,Termibus - UPV/EHU (Autopista),27321,2029,208,227,12,,,,,3966,542,38,2075,295,27,451,1,14,1,0,0,281,37488
232,2023,12,A2321,Santutxu - UPV/EHU (Autopista),6899,464,20,64,,,,,,1762,271,10,709,88,19,79,0,17,0,0,0,108,10510
233,2023,12,A2324,BILBAO - UPV/EHU (Enekuri),6465,687,48,27,1,,,,,682,60,16,224,25,2,68,0,11,1,0,0,15,8332
234,2023,12,A3115,BILBAO - SANTURTZI,33678,675,196,10509,68,3,1,,3,839,71,7,1293,119,30,2110,1,1852,92,0,0,1576,53123
235,2023,12,A3122,BILBAO - SESTAO - Errepelega/Repelega,14897,315,103,4637,37,2,,,,324,15,4,481,39,7,772,0,917,35,0,0,652,23237
236,2023,12,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,72075,1635,354,21423,48,32,,,1,3276,202,39,4702,244,86,3841,12,3792,102,0,0,3511,115375
237,2023,12,A3135,SESTAO - Cabieces,35672,796,101,15249,43,2,,,,1008,171,28,1312,68,9,2128,4,2204,67,0,0,1859,60721
238,2023,12,A3136,BILBAO - BARAKALDO - SANTURTZI,74888,1614,392,20227,91,69,4,,4,2475,238,17,4527,409,188,4483,13,4214,117,0,0,2878,116848
239,2023,12,A3137,BILBAO - BARAKALDO,22953,471,64,7044,89,2,,,,581,47,2,674,31,15,1159,1,1486,56,0,0,1316,35991
240,2023,12,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,26285,587,61,9389,32,4,,,4,1345,116,3,1530,149,14,1387,2,1340,33,0,0,1572,43853
241,2023,12,A3144,BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),43002,1008,134,7459,32,1,,,4,1688,80,4,2026,129,36,2277,2,1720,36,0,0,1491,61129
242,2023,12,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),15458,383,15,2065,19,,,,,643,13,5,251,4,,365,0,254,10,0,0,715,20200
243,2023,12,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,12882,389,17,4210,,,,,6,647,118,,568,145,,812,0,398,20,0,0,520,20732
244,2023,12,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,3651,34,4,1603,2,,,,,65,5,1,191,8,,163,0,95,27,0,0,52,5901
245,2023,12,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,18950,281,38,6129,6,6,,,2,1009,45,36,1353,115,2,850,0,548,28,0,0,630,30028
246,2023,12,A3333,Gallarta - SANTURTZI,32055,835,86,12049,20,10,,,,1668,137,14,2615,284,34,2389,5,780,51,0,0,1061,54093
247,2023,12,A3335,MUSKIZ - ZIERBENA - SESTAO,11739,215,51,5368,8,1,,,,444,19,4,680,60,17,908,1,458,18,0,0,559,20550
248,2023,12,A3336,BILBAO - MUSKIZ,49973,1386,120,13789,56,8,,,8,2290,232,1,2561,234,20,3445,7,1745,80,0,0,2119,78074
249,2023,12,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,33940,840,47,10299,17,8,,,,1574,170,,1834,142,18,2012,3,959,43,0,0,787,52693
251,2023,12,A3340,BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),12463,507,1,3362,1,,,,,459,90,,625,140,2,566,1,226,14,0,0,775,19232
252,2023,12,A3521,BILBAO - Hospital Santa Marina Ospitalea,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
253,2023,12,A0651,BILBAO - BALMASEDA,45334,1411,367,11122,119,0,0,0,0,2057,268,18,4429,684,121,2027,8,677,26,0,0,752,69420
254,2023,12,A0652,LANESTOSA - BALMASEDA,2589,24,0,874,0,0,0,0,0,47,4,0,11,1,0,647,3,98,0,0,0,32,4330
255,2023,12,A0653,TRUCIOS TURTZIOZ - ARTZENTALES,228,0,0,249,0,0,0,0,0,0,0,0,0,0,0,433,0,4,1,0,0,6,921
256,2023,12,A0654,BALMASEDA - Gurutzeta/Cruces - UPV/EHU,4175,121,29,1560,25,1,0,0,0,355,25,8,445,38,1,254,1,93,7,0,0,70,7208
257,2023,12,A3323,PORTUGALETE - GALDAMES,2746,109,4,960,0,2,0,0,0,81,5,0,122,2,1,200,0,30,0,0,0,58,4320
258,2023,12,A3334,SANTURTZI - BALMASEDA,3742,182,24,1044,6,0,0,0,0,182,38,0,135,14,2,317,0,81,6,0,0,128,5901
259,2023,12,A3341,BILBAO - Sodupe - Arespalditza Respaldiza,3090,89,53,1076,0,0,0,0,0,74,14,6,217,15,1,170,0,73,0,0,0,83,4961
260,2023,12,A3342,BILBAO - Sodupe - ARTZINIEGA,17062,806,88,5039,5,0,0,0,0,489,37,81,1266,146,63,810,1,220,4,0,0,199,26316
