_id,EKITALDIA/EJERCICIO,HILABETE/MES,ZENBAKIA/CODIGO,LERROA/LINEA,CREDITRANS/CREDITRANS,CREDITRANS F20/CREDITRANS F20,CREDITRANS F50/CREDITRANS F50,GIZATRANS/GIZATRANS,GIZATRANS 20/GIZATRANS 20,GIZATRANS 50/GIZATRANS 50,BBCARD 24/BBCARD 24,BBCARD 48/BBCARD 48,BBCARD 72/BBCARD 72,GAZTE 70/GAZTE 70,GAZTE 70 F20/GAZTE 70 F20,GAZTE 70 F50/GAZTE 70 F50,GORO/GORO,GORO F20/GORO F20,GORO F50/GORO F50,B 50/B 50,B50 F20/B50 F20,B50 F50/B50 F50,B70/B70,B70 F20/B70 F20,B70 F50/B70 F50,BORO/BORO,BORO F20/BORO F20,BORO F50/BORO F50,OHIKOA/OCASIONAL,FAMILIA UGARIA/FAMILIA NUMEROSA,6 URTETIK BEHERAKOAK/MENORES DE 6 ANOS,ITSU-MUP-EN GIDARI-LAGUN/ACOMPANANTE INVIDENTE-PMRS,METROA/METRO,T.M MATXURA/PUP AVERIADO,ENPRESA/EMPRESA,GUZTIRA/TOTAL
249,2024,6,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,40128,1093,58,11905,30,7,0,0,0,1861,243,8,2232,122,5,1585,121,4,742,19,1,2196,39,0,2246,2,1436,71,0,0,812,66966
250,2024,6,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,2832,87,6,848,0,0,0,0,0,12,1,2,31,3,2,16,1,0,7,0,0,61,0,0,106,0,178,7,0,0,146,4346
268,2024,6,A2166,URIBE KOSTA - UPV/EHU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,2024,6,A3340,BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),12614,404,1,3122,2,0,0,1,0,583,48,0,619,71,0,418,1,0,103,19,0,188,102,1,538,2,197,24,0,0,743,19801
252,2024,6,A3521,BILBAO - Hospital Santa Marina Ospitalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,2024,6,A0651,BILBAO - BALMASEDA,43227,1624,405,11873,135,0,0,0,0,1075,94,0,2845,452,50,1285,28,0,633,26,0,2145,7,3,2005,22,729,16,0,0,710,69389
254,2024,6,A0652,LANESTOSA - BALMASEDA,2822,32,0,1146,0,0,0,0,0,44,0,0,14,2,0,1,0,0,0,0,0,18,0,0,732,0,134,3,0,0,16,4964
255,2024,6,A0653,TRUCIOS TURTZIOZ - ARTZENTALES,366,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,9,2,0,0,1,1179
256,2024,6,A0654,BALMASEDA - Gurutzeta/Cruces - UPV/EHU,4777,96,16,1943,14,0,0,0,0,79,3,0,121,9,0,97,0,0,9,1,0,86,1,0,229,2,124,6,0,0,64,7677
257,2024,6,A3323,PORTUGALETE - GALDAMES,3116,105,3,1086,0,0,0,0,0,66,4,0,244,2,0,43,0,0,9,0,0,30,0,0,138,0,38,3,0,0,62,4949
258,2024,6,A3334,SANTURTZI - BALMASEDA,4451,117,4,1195,1,0,0,0,0,92,48,0,120,34,0,43,0,0,0,0,0,32,0,0,347,2,89,3,0,0,96,6674
259,2024,6,A3341,BILBAO - Sodupe - Arespalditza RESPALDIZA,3451,67,73,1047,1,0,0,0,0,39,9,0,168,5,0,158,0,0,21,0,0,164,10,0,137,0,119,0,0,0,99,5568
260,2024,6,A3342,BILBAO - Sodupe - ARTZINIEGA,16309,696,138,5057,0,0,0,0,0,401,19,25,951,55,10,379,0,0,190,0,0,1027,11,0,696,5,255,8,0,0,176,26408
261,2024,6,A3343,BILBAO - Sodupe - GORDEXOLA,3280,119,9,1024,0,0,0,0,0,95,6,5,245,3,0,34,0,0,28,0,0,249,2,0,99,0,62,0,0,0,29,5289
262,2024,6,A2151,Areeta/Las Arenas-LARRABETZU,10348,300,25,2114,15,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,440,0,120,5,0,0,114,13486
263,2024,6,A2153,BILBAO-Corredor Txorierri-ko Korridorea-LARRABETZU,13154,550,44,1612,74,2,0,0,0,464,69,4,659,34,0,543,4,0,250,1,0,776,41,0,1208,1,148,1,0,0,133,19772
264,2024,6,A2161,Bizkaia Zubia/Puente Bizkaia-UPV/EHU,13341,752,68,3962,1,0,0,0,0,516,17,3,3815,56,43,547,4,0,447,0,1,974,50,10,579,0,508,9,0,0,204,25907
265,2024,6,A2162,Andra Mari/Santa Maria Getxo-UPV/EHU (Algorta),3894,350,7,291,10,0,0,0,0,813,173,7,1116,163,17,437,12,0,253,1,0,1025,8,0,150,0,29,1,0,0,48,8805
266,2024,6,A2163,ERANDIO-UPV/EHU,0,0,0,0,0,0,0,0,0,388,40,4,202,47,0,76,2,0,61,8,0,150,5,0,0,0,0,0,0,0,0,983
269,2024,6,A2322,BILBAO-ERANDIO-Astrabudua-UPV/EHU,7548,215,15,1899,11,0,0,0,0,590,35,4,651,66,0,333,28,0,291,1,0,770,11,13,234,0,145,2,0,0,355,13217
270,2024,6,A3223,BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),11885,488,50,1937,4,37,0,1,0,646,22,4,623,114,7,551,1,0,102,0,5,597,11,0,580,0,210,2,0,0,258,18135
271,2024,6,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,7779,164,17,1555,11,0,0,0,0,305,6,2,354,24,1,635,4,1,146,36,1,480,13,0,236,0,123,2,0,0,221,12116
272,2024,6,A3225,BILBAO - LAUKIZ - MUNGIA,3546,114,4,551,0,0,0,0,0,41,10,0,594,22,0,54,0,0,47,0,0,331,1,7,134,0,37,4,0,0,54,5551
273,2024,6,A3247,BILBAO-Aireportua/Aeropuerto,55362,1012,106,5660,24,5,6,11,23,475,29,16,606,11,28,1274,47,5,345,3,2,1175,11,7,57119,33,1152,43,0,0,344,124934
274,2024,6,A3250,BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),14929,270,9,836,13,0,0,1,0,623,89,0,1169,32,0,1052,2,0,420,0,0,1135,22,35,203,0,4,0,0,0,51,20895
275,2024,6,A3516,BILBAO - MUNGIA (Por autopista/tik),6096,234,41,730,8,1,0,0,0,222,30,0,422,58,7,181,2,0,41,0,0,288,2,5,139,0,41,0,0,0,89,8637
276,2024,6,A3517,BILBAO - DERIO - MUNGIA,43491,1613,290,6399,52,0,4,6,4,1356,146,23,2125,291,32,1195,71,1,654,0,1,2804,41,10,3470,0,503,18,0,0,504,65104
277,2024,6,A3518,BILBAO - MUNGIA - BAKIO (Por la autopista/tik),54602,2501,281,8009,63,7,2,1,0,1104,226,0,2477,268,42,1744,30,1,407,2,0,2559,13,31,2821,4,621,26,0,0,535,78377
278,2024,6,A3522,MUNGIA-DERIO-Gurutzeta/Cruces,9274,107,71,1775,2,1,0,0,0,170,5,4,569,52,2,473,2,0,130,0,0,753,4,14,343,0,157,11,0,0,104,14023
279,2024,6,A3524,BERMEO - BAKIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,281
280,2024,6,A3527,BILBAO - MUNGIA - BERMEO (Por la autopista/tik),56663,2335,286,8943,44,11,2,2,0,2302,168,8,2680,198,35,2580,29,0,417,4,0,2272,64,33,1898,4,594,15,0,0,600,82187
281,2024,6,A3528,BERMEO - MUNGIA - DERIO - UPV/EHU,526,37,8,80,0,0,0,0,0,36,0,0,16,0,2,12,0,0,2,0,0,5,1,1,8,0,2,0,0,0,1,737
282,2024,6,A3529,MUNGIA - GAMIZ - FIKA,542,37,0,95,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,199,0,0,26,0,5,0,0,0,6,936
283,2024,6,A3530,MUNGIA - MEÃAKA - ARRIETA,398,21,0,60,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,40,0,0,39,0,0,0,0,0,1,568
284,2024,6,A3531,LEIOA-Hospital Urduliz Ospitalea - GATIKA -MUNGIA,9929,598,37,3280,14,1,0,0,0,382,92,3,914,56,2,240,13,0,131,0,0,546,2,3,560,0,503,28,0,0,140,17474
285,2024,6,A3537,PLENTZIA-GORLIZ-MUNGIA,6097,353,48,1386,5,13,0,0,0,113,11,0,554,17,0,43,2,0,59,4,0,277,0,2,292,0,147,32,0,0,57,9512
