_id,EKITALDIA/EJERCICIO,HILABETE/MES,ZENBAKIA/CODIGO,LERROA/LINEA,CREDITRANS/CREDITRANS,CREDITRANS F20/CREDITRANS F20,CREDITRANS F50/CREDITRANS F50,GIZATRANS/GIZATRANS,GIZATRANS 20/GIZATRANS 20,GIZATRANS 50/GIZATRANS 50,BBCARD 24/BBCARD 24,BBCARD 48/BBCARD 48,BBCARD 72/BBCARD 72,GAZTE 70/GAZTE 70,GAZTE 70 F20/GAZTE 70 F20,GAZTE 70 F50/GAZTE 70 F50,GORO/GORO,GORO F20/GORO F20,GORO F50/GORO F50,B 50/B 50,B50 F20/B50 F20,B50 F50/B50 F50,B70/B70,B70 F20/B70 F20,B70 F50/B70 F50,BORO/BORO,BORO F20/BORO F20,BORO F50/BORO F50,OHIKOA/OCASIONAL,FAMILIA UGARIA/FAMILIA NUMEROSA,6 URTETIK BEHERAKOAK/MENORES DE 6 ANOS,ITSU-MUP-EN GIDARI-LAGUN/ACOMPANANTE INVIDENTE-PMRS,METROA/METRO,T.M MATXURA/PUP AVERIADO,ENPRESA/EMPRESA,GUZTIRA/TOTAL
1,2024,4,A2610,GALDAKAO - UPV/EHU,5854,374,55,309,0,0,0,0,0,2954,231,4,1218,90,11,404,3,5,128,0,0,221,4,0,99,0,47,0,0,0,68,12079
2,2024,4,A2611,UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2810,133,19,345,0,0,0,0,0,1442,177,9,548,65,15,128,2,0,38,2,1,90,1,0,58,0,24,1,0,0,34,5942
3,2024,4,A3613,BILBAO - UGAO MIRABALLES - OROZKO,18561,387,50,8745,16,0,0,0,0,788,50,6,658,61,9,774,7,1,171,21,13,735,7,1,1224,2,828,24,2,0,413,33554
4,2024,4,A3622,BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,6387,83,16,2261,11,0,0,0,0,278,8,2,392,43,53,411,12,3,64,6,3,479,10,5,276,0,258,5,1,0,124,11191
5,2024,4,A3631,BILBAO - GALDAKAO - LARRABETZU,21841,558,134,6340,26,3,0,0,0,1252,74,0,1220,118,13,1043,30,1,464,27,0,1051,18,0,1025,1,533,6,7,0,629,36414
6,2024,4,A3632,BILBAO - ETXEBARRI - BASAURI - San Miguel (BegoÃ±a),3784,77,23,1500,8,0,0,0,0,273,10,3,201,13,5,170,21,0,53,3,2,402,3,2,154,0,149,7,0,0,265,7128
7,2024,4,A3641,Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,29153,574,138,13494,25,2,0,0,0,963,52,2,1196,103,29,886,26,4,349,14,7,1141,6,2,1555,0,752,43,10,0,338,50864
8,2024,4,A3642,BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),12110,292,107,6112,17,0,0,0,0,439,36,0,310,43,4,615,7,0,183,10,0,483,3,2,419,0,407,19,3,0,252,21873
9,2024,4,A3911,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,36457,1367,598,9259,37,13,0,0,2,2544,389,12,1717,182,92,833,44,2,321,7,0,875,4,28,1642,0,544,17,3,0,382,57371
10,2024,4,A3912,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,35135,908,464,9300,22,3,0,0,0,1728,227,28,1398,154,70,1001,56,5,318,24,0,1086,9,27,1921,4,615,10,4,0,469,54986
11,2024,4,A3913,Arrazola - DURANGO,7167,405,101,2496,2,0,0,0,0,870,121,3,435,26,42,89,1,0,71,1,0,53,0,0,378,0,143,1,2,0,32,12439
12,2024,4,A3917,BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,26330,807,163,5027,23,0,0,0,0,1318,50,0,2357,140,48,760,32,0,385,1,0,1150,45,32,1296,1,513,2,4,0,386,40870
13,2024,4,A3923,BILBAO - DURANGO - ELORRIO (Autopista),38183,1674,528,6607,64,0,0,0,4,2927,336,26,1890,221,79,1000,84,3,248,5,0,737,25,9,1779,3,463,12,6,0,125,57038
14,2024,4,A3924,ERMUA - DURANGO - UPV/EHU,5364,474,67,172,0,0,0,0,0,3033,328,48,392,33,0,116,0,0,24,2,0,28,0,0,85,0,9,0,0,0,33,10208
15,2024,4,A3925,BILBAO - LEMOA - OTXANDIO - UBIDE,15307,473,134,4229,9,2,0,0,0,729,84,0,967,62,23,527,4,1,276,1,0,504,15,7,699,2,331,1,1,0,275,24663
16,2024,4,A3926,BILBAO - ERMUA - EIBAR (Autopista),25496,552,111,2550,6,16,0,0,0,1100,88,33,412,37,45,1056,27,0,216,0,0,514,30,0,1815,28,433,5,2,1,41,34614
17,2024,4,A3927,BILBAO - LEMOA - ZEANURI (Autopista),13370,462,139,1929,2,0,0,0,0,867,68,0,1499,111,12,476,24,0,243,3,0,419,3,3,613,0,311,1,3,0,96,20654
18,2024,4,A3928,ARTEA - ZEBERIO - UGAO MIRABALLES,1474,6,0,752,0,0,0,0,0,1,2,0,69,0,0,14,0,0,3,0,0,5,0,0,90,0,19,0,0,0,3,2438
19,2024,4,A3930,BILBAO - GALDAKAO (Autopista),18365,477,66,4199,9,0,0,0,0,2342,162,5,1971,132,54,1286,28,5,580,4,0,1292,12,1,367,4,269,7,3,0,263,31903
20,2024,4,A3931,GARAI - DURANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,74
21,2024,4,A3932,GALDAKAO - Metro Bolueta,32390,954,86,11741,48,16,0,0,0,19,2,0,22,0,0,31,1,0,5,0,0,32,4,0,475,0,891,21,15,0,411,47164
22,2024,4,A3933,BILBAO - DURANGO (Autopista),25092,951,258,3787,34,7,0,0,0,3277,354,8,2263,489,23,1687,196,7,334,1,0,829,60,30,708,0,273,18,1,0,98,40785
23,2024,4,A3512,BILBAO - LEKEITIO (Autopista),25717,876,92,5186,21,0,0,0,0,1609,270,0,401,23,10,704,98,16,117,0,0,438,15,0,1410,1,338,8,0,0,118,37468
24,2024,4,A3513,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,10907,424,37,3607,13,10,0,0,0,663,50,1,402,32,0,198,2,0,67,0,0,166,8,1,811,0,142,8,0,0,53,17602
25,2024,4,A3514,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,34430,1128,92,5686,38,6,0,0,2,1854,161,3,3069,253,19,1579,110,0,292,12,0,1358,9,0,1126,0,290,11,0,0,138,51666
26,2024,4,A3515,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,57038,1642,151,13207,112,4,0,2,4,3183,399,5,4369,264,13,1771,123,0,296,12,0,2107,57,1,2443,0,619,25,0,0,283,88130
27,2024,4,A3523,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,8230,205,14,2956,41,0,0,0,0,552,18,4,345,33,0,309,0,0,31,0,0,225,3,0,697,0,135,5,0,0,37,13840
160,2024,5,A0653,TRUCIOS TURTZIOZ - ARTZENTALES,356,0,2,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,15,1,0,0,1,1209
28,2024,4,A3525,GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,3531,259,2,140,0,0,0,0,0,1302,208,0,313,16,0,5,9,0,31,0,0,16,0,0,46,0,4,0,0,0,17,5899
29,2024,4,A3526,MUNGIA - GERNIKA LUMO - IBARRANGELU,3752,104,8,649,0,5,0,0,0,66,48,0,160,1,0,0,0,0,2,0,0,44,0,0,218,0,9,0,0,0,20,5086
30,2024,4,A3532,GERNIKA LUMO - NABARNIZ,73,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,107
31,2024,4,A3533,GERNIKA LUMO - MENDATA,62,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
32,2024,4,A3534,GERNIKA LUMO - ERRIGOITI,39,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,43
33,2024,4,A3535,LEKEITIO - AMOROTO,114,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,141
34,2024,4,A3536,LEKEITIO - MENDEXA,143,1,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,169
35,2024,4,A3538,LEKEITIO-Barainka,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
36,2024,4,A3915,BILBAO - DURANGO - ONDARROA (Autopista),35370,1118,244,10567,35,12,0,0,0,1407,195,3,828,64,11,540,31,16,147,7,0,306,4,10,2575,0,609,29,0,0,253,54381
37,2024,4,A3916,BILBAO - ERMUA - ONDARROA (Autopista),26007,799,123,4523,3,10,0,0,2,1398,184,27,900,77,31,823,67,2,125,0,0,528,27,0,1633,2,468,16,0,0,103,37878
38,2024,4,A3922,MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,332,16,0,43,0,0,0,0,0,12,0,0,7,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,428
39,2024,4,A2312,Zabalburu - UPV/EHU  (Juan de Garay),12193,836,132,31,28,0,0,0,0,1975,249,2,333,40,0,251,0,19,92,7,0,86,0,1,222,0,11,1,0,0,60,16569
40,2024,4,A2314,BILBAO - Erandiogoikoa - UPV/EHU,21826,1454,130,729,10,0,0,0,0,2482,287,25,848,62,3,593,115,21,224,40,0,486,0,0,260,0,46,1,0,0,163,29805
41,2024,4,A2318,Termibus - UPV/EHU (Autopista),33732,2460,218,319,9,0,0,0,0,5461,749,65,2872,334,43,634,119,6,295,32,0,335,4,16,501,0,37,7,0,0,196,48444
42,2024,4,A2321,Santutxu - UPV/EHU (Autopista),8519,562,66,113,0,0,0,0,0,3089,344,16,1045,84,3,419,41,1,252,5,0,143,17,0,92,0,68,0,0,0,192,15071
43,2024,4,A2324,BILBAO - UPV/EHU (Enekuri),8973,851,28,49,0,0,0,0,0,1076,129,23,327,47,1,274,69,4,123,36,0,102,0,0,91,0,10,0,0,0,17,12230
44,2024,4,A3115,BILBAO - SANTURTZI,37675,745,236,13011,78,18,0,2,0,1022,96,18,1799,186,46,1209,40,1,658,39,0,2356,190,22,2387,7,2350,106,0,0,1651,65948
45,2024,4,A3122,BILBAO - SESTAO - Errepelega/Repelega,13000,258,69,4872,36,2,3,0,0,344,38,6,495,67,8,684,5,0,196,3,0,715,47,26,597,1,819,54,0,0,583,22928
46,2024,4,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,64584,1457,435,23489,59,25,0,0,2,4045,376,25,4966,386,40,3203,90,2,1569,25,0,5042,197,87,3364,7,4147,100,0,0,3499,121221
47,2024,4,A3135,SESTAO - Cabieces,31377,638,123,15885,46,4,0,0,0,1228,148,14,1346,84,6,1274,13,0,445,26,1,1644,35,5,1877,1,2194,48,0,0,1700,60162
48,2024,4,A3136,BILBAO - BARAKALDO - SANTURTZI,74259,1548,554,23923,69,95,0,3,0,3081,433,6,5716,514,206,3253,89,41,1733,31,15,5915,235,40,4772,16,5073,134,0,0,2927,134681
49,2024,4,A3137,BILBAO - BARAKALDO,26172,817,122,9039,88,4,0,0,2,798,85,4,1068,54,15,1180,67,2,353,1,0,1790,90,4,1181,0,1723,90,0,0,1232,45981
50,2024,4,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,25549,476,43,10307,42,3,0,0,2,1645,172,4,1519,150,8,818,49,7,322,20,0,1369,76,2,1369,0,1365,22,0,0,1558,46897
51,2024,4,A3144,BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),42210,1060,159,9774,30,1,0,2,2,1724,147,5,2298,275,31,1826,56,27,799,15,0,2883,69,28,2047,5,1963,60,0,0,1687,69183
52,2024,4,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),12956,357,20,1832,22,1,0,0,1,658,49,5,495,2,0,1990,5,0,180,3,0,506,0,0,290,0,149,10,0,0,790,20321
53,2024,4,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,14945,480,46,5432,3,7,0,0,0,935,102,0,540,107,1,140,1,0,145,5,0,261,7,0,1136,1,505,11,0,0,517,25327
54,2024,4,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,3406,31,1,1759,0,0,0,0,0,70,3,2,221,4,0,114,1,0,14,2,0,152,12,0,176,0,65,5,0,0,100,6138
55,2024,4,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,18534,323,32,6421,20,5,0,0,4,1181,118,0,1564,100,2,656,34,1,465,56,0,890,20,0,944,0,633,10,0,0,800,32813
56,2024,4,A3333,Gallarta - SANTURTZI,34491,989,161,13144,22,9,0,0,0,2006,110,30,2340,387,43,802,9,0,466,11,0,1430,46,0,2541,2,1128,61,0,0,1147,61375
57,2024,4,A3335,MUSKIZ - ZIERBENA - SESTAO,14044,314,95,6022,9,2,0,0,0,619,47,1,806,62,2,177,2,0,122,4,0,385,6,2,1030,2,636,16,0,0,631,25036
163,2024,5,A3334,SANTURTZI - BALMASEDA,4728,303,7,1314,20,0,0,0,0,168,45,0,146,23,2,12,0,0,2,0,0,46,0,0,378,0,136,17,0,0,113,7460
58,2024,4,A3336,BILBAO - MUSKIZ,48096,1111,150,14858,58,8,0,4,2,2766,270,2,2707,303,32,1219,57,1,540,22,9,1942,60,21,2975,9,1932,100,0,0,2056,81310
59,2024,4,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,39303,954,57,11666,21,6,0,2,0,2517,332,0,2310,156,43,1333,88,8,590,33,0,1635,13,2,2151,2,1291,50,0,0,1048,65611
60,2024,4,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2024,4,A3340,BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),11797,319,3,2817,2,0,0,0,0,820,144,0,733,143,1,357,56,0,62,14,0,292,76,0,508,0,168,11,0,0,702,19025
62,2024,4,A3521,BILBAO - Hospital Santa Marina Ospitalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2024,4,A0651,BILBAO - BALMASEDA,45629,1588,340,11367,151,0,0,0,0,2836,350,26,5658,923,168,1212,17,0,573,0,0,1847,49,0,1999,15,677,9,0,0,881,76315
64,2024,4,A0652,LANESTOSA - BALMASEDA,2898,21,3,929,0,0,0,0,0,93,8,0,26,4,0,0,0,0,0,0,0,15,0,0,810,0,98,2,0,0,20,4927
65,2024,4,A0653,TRUCIOS TURTZIOZ - ARTZENTALES,304,1,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,17,2,0,0,0,1131
66,2024,4,A0654,BALMASEDA - Gurutzeta/Cruces - UPV/EHU,5124,127,9,1964,31,0,0,0,0,509,38,4,612,62,0,135,15,0,47,0,0,73,0,0,326,0,92,8,0,0,101,9277
67,2024,4,A3323,PORTUGALETE - GALDAMES,3017,89,1,1145,0,0,0,0,0,122,9,0,187,19,0,31,7,0,9,0,0,62,0,0,176,0,29,0,0,0,87,4990
68,2024,4,A3334,SANTURTZI - BALMASEDA,4305,187,25,1165,1,0,1,0,0,214,64,0,169,25,0,9,0,0,2,0,0,37,0,0,399,0,100,7,0,0,135,6845
69,2024,4,A3341,BILBAO - Sodupe - Arespalditza RESPALDIZA,3643,90,87,1342,2,0,0,0,0,100,36,1,226,17,3,201,1,0,12,0,0,164,0,0,175,5,87,0,0,0,70,6262
70,2024,4,A3342,BILBAO - Sodupe - ARTZINIEGA,17142,778,155,5312,1,7,0,0,0,758,126,49,1377,131,94,423,0,0,167,0,0,1045,0,0,752,2,282,4,0,0,192,28797
71,2024,4,A3343,BILBAO - Sodupe - GORDEXOLA,3806,158,22,1090,0,0,0,0,0,207,16,7,295,42,2,69,2,0,21,0,0,222,0,0,184,0,93,0,0,0,24,6260
72,2024,4,A2151,Areeta/Las Arenas-LARRABETZU,10418,302,42,2045,6,0,0,0,0,994,89,28,1071,93,3,437,18,0,185,3,0,734,23,0,423,0,79,0,0,0,170,17163
73,2024,4,A2153,BILBAO-Corredor Txorierri-ko Korridorea-LARRABETZU,12113,518,36,1678,81,1,3,15,0,882,42,14,3936,69,73,507,4,0,316,2,0,944,43,2,1584,9,121,1,0,0,115,23109
74,2024,4,A2161,Bizkaia Zubia/Puente Bizkaia-UPV/EHU,16467,1001,143,3932,2,0,0,0,0,2207,522,11,1715,259,34,523,3,0,226,9,0,715,14,4,514,0,445,5,0,0,187,28938
75,2024,4,A2162,Andra Mari/Santa Maria Getxo-UPV/EHU (Algorta),4778,432,12,291,19,0,0,0,0,1495,213,1,311,66,13,103,18,0,75,17,0,113,25,0,144,0,24,0,0,0,47,8197
76,2024,4,A2163,ERANDIO-UPV/EHU,474,15,2,15,0,0,0,0,0,219,15,2,124,4,0,2,2,0,0,0,0,8,0,0,14,0,6,0,0,0,49,951
77,2024,4,A2164,Andra Mari/Santa Maria Getxo-UPV/EHU (Fadura),841,82,0,39,4,0,0,0,0,399,72,0,66,14,0,8,2,0,6,12,0,36,0,1,16,0,8,0,0,0,4,1610
78,2024,4,A2166,URIBE KOSTA - UPV/EHU,2284,122,40,106,0,0,0,0,0,900,94,14,484,63,4,29,2,0,37,2,0,47,33,0,35,0,4,0,0,0,19,4319
79,2024,4,A2322,BILBAO-ERANDIO-Astrabudua-UPV/EHU,7937,164,8,1795,13,0,0,0,0,1316,74,23,1383,127,1,325,39,0,290,0,0,759,6,28,257,0,130,2,0,0,454,15131
80,2024,4,A3223,BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),11520,444,64,1857,4,32,0,0,0,865,84,15,770,185,6,398,37,0,160,1,0,507,15,4,479,0,182,6,0,0,193,17828
81,2024,4,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,7639,177,1,1531,6,1,0,0,0,466,40,6,434,31,3,575,9,0,155,20,0,454,2,0,175,0,60,1,0,0,210,11996
82,2024,4,A3225,BILBAO - LAUKIZ - MUNGIA,3295,176,14,462,1,1,0,0,0,63,30,5,669,18,0,60,0,1,33,0,0,325,0,5,132,0,35,1,0,0,76,5402
83,2024,4,A3247,BILBAO-Aireportua/Aeropuerto,50330,825,55,6741,17,2,9,10,36,458,11,7,455,19,43,1014,61,4,323,21,2,976,13,6,50358,6,1096,26,0,0,223,113147
84,2024,4,A3250,BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),16056,368,1,768,13,0,0,0,0,810,55,0,1364,42,0,1152,0,0,497,0,2,1213,31,33,295,0,3,2,0,0,53,22758
85,2024,4,A3516,BILBAO - MUNGIA (Por autopista/tik),20470,702,115,2731,23,9,0,0,0,1182,104,9,1621,132,70,801,33,0,93,1,0,719,6,24,586,0,229,3,0,0,238,29901
86,2024,4,A3517,BILBAO - DERIO - MUNGIA,32230,981,279,5121,26,1,2,0,0,1928,220,31,3016,365,35,1089,127,0,621,1,0,2157,15,7,1499,0,369,12,0,0,463,50595
161,2024,5,A0654,BALMASEDA - Gurutzeta/Cruces - UPV/EHU,5650,158,34,2206,18,0,0,0,0,416,17,0,434,75,0,197,9,0,18,0,0,77,0,0,292,1,109,15,0,0,69,9795
87,2024,4,A3518,BILBAO - MUNGIA - BAKIO (Por la autopista/tik),35063,1270,133,5187,45,5,0,7,5,1445,239,6,2154,236,47,1158,32,1,191,14,0,1314,10,26,2290,1,367,21,0,0,403,51670
88,2024,4,A3522,MUNGIA-DERIO-Gurutzeta/Cruces,9444,121,53,1775,17,0,0,0,0,402,33,1,685,81,4,349,1,0,124,0,0,634,9,10,278,0,163,5,0,0,130,14319
89,2024,4,A3524,BERMEO - BAKIO,1193,43,0,73,0,0,0,1,0,5,4,0,2,2,0,9,0,0,2,0,0,0,0,0,1103,0,35,0,0,0,1,2473
90,2024,4,A3527,BILBAO - MUNGIA - BERMEO (Por la autopista/tik),58813,2113,281,8847,77,23,0,2,2,4978,425,37,4227,366,140,2540,43,0,484,13,0,2260,17,25,1833,2,583,15,0,0,692,88838
91,2024,4,A3528,BERMEO - MUNGIA - DERIO - UPV/EHU,3967,238,93,263,5,0,0,0,0,1061,180,11,383,144,12,51,0,0,37,0,0,55,0,8,110,0,9,0,0,0,48,6675
92,2024,4,A3529,MUNGIA - GAMIZ - FIKA,606,27,0,72,0,0,0,0,0,1,0,0,27,0,0,1,0,0,0,0,0,128,0,0,14,0,3,0,0,0,7,886
93,2024,4,A3530,MUNGIA - MEÃAKA - ARRIETA,272,20,0,62,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,39,0,0,13,0,0,0,0,0,0,416
94,2024,4,A3531,LEIOA-Hospital Urduliz Ospitalea - GATIKA -MUNGIA,10161,463,38,3213,14,0,0,0,0,644,121,9,1078,71,18,162,43,0,92,1,0,540,10,1,451,0,453,8,0,0,139,17730
95,2024,4,A3537,PLENTZIA-GORLIZ-MUNGIA,4777,175,14,1057,3,13,0,0,0,235,10,0,511,14,0,39,0,0,51,1,0,167,2,4,196,0,128,18,0,0,42,7457
96,2024,5,A2610,GALDAKAO - UPV/EHU,5722,310,51,447,3,0,0,0,0,1828,193,2,891,69,2,367,18,0,128,1,0,258,1,0,89,0,71,0,0,0,68,10519
97,2024,5,A2611,UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,3223,134,29,454,1,0,0,0,0,916,102,13,365,50,2,125,11,0,55,5,1,151,0,0,57,0,30,1,0,0,49,5774
98,2024,5,A3613,BILBAO - UGAO MIRABALLES - OROZKO,19133,357,65,8840,11,0,0,0,2,840,82,9,757,69,7,536,17,1,180,17,7,898,11,0,1332,2,933,41,5,0,559,34711
99,2024,5,A3622,BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,6818,89,33,2121,7,0,0,0,2,272,12,0,409,44,68,455,6,3,91,0,0,533,20,1,312,0,229,6,0,0,163,11694
100,2024,5,A3631,BILBAO - GALDAKAO - LARRABETZU,21629,523,151,6029,20,3,0,1,1,1316,62,1,1326,128,7,1098,44,2,553,55,0,1114,4,3,1232,0,563,15,5,0,864,36749
162,2024,5,A3323,PORTUGALETE - GALDAMES,3636,91,1,1238,0,1,0,0,0,114,3,0,177,20,1,41,6,0,28,0,0,46,0,0,172,0,31,6,0,0,63,5675
101,2024,5,A3632,BILBAO - ETXEBARRI - BASAURI - San Miguel (BegoÃ±a),4091,90,22,1674,5,0,0,0,0,251,20,1,214,15,7,158,33,2,84,4,3,525,3,2,159,0,144,10,2,0,307,7826
102,2024,5,A3641,Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,31141,588,190,14505,6,0,0,0,0,1131,64,37,1321,92,17,949,72,10,471,8,8,1292,14,2,1606,2,846,22,5,0,391,54790
103,2024,5,A3642,BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),11944,298,108,6138,13,0,0,0,0,421,48,2,369,23,1,664,6,6,215,2,2,507,4,0,426,2,469,19,0,0,200,21887
104,2024,5,A3911,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,38355,1493,561,9966,49,11,0,0,0,2512,421,11,1763,139,141,991,46,2,406,18,2,967,9,45,1737,2,626,23,7,0,526,60829
105,2024,5,A3912,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,35892,991,421,9666,59,8,0,0,2,1842,262,16,1466,128,96,1191,42,5,511,4,0,1243,14,30,1990,9,602,12,5,0,474,56981
106,2024,5,A3913,Arrazola - DURANGO,7755,409,131,2610,0,0,0,0,0,1020,151,1,447,34,53,125,1,0,98,1,0,68,0,1,410,0,185,1,1,0,42,13544
107,2024,5,A3917,BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,27160,912,176,5227,17,1,0,0,0,1403,50,0,2301,148,55,980,32,0,328,4,0,1286,28,29,1252,4,483,2,2,0,459,42339
108,2024,5,A3923,BILBAO - DURANGO - ELORRIO (Autopista),38890,1813,459,6627,83,5,0,0,0,2685,367,10,1740,145,127,1451,94,14,331,17,0,754,44,6,1774,4,421,13,3,1,94,57972
109,2024,5,A3924,ERMUA - DURANGO - UPV/EHU,5267,416,66,207,0,0,0,0,0,1704,201,18,276,24,0,115,0,0,50,0,0,16,0,0,105,0,9,0,7,0,48,8529
110,2024,5,A3925,BILBAO - LEMOA - OTXANDIO - UBIDE,16252,506,99,4158,6,1,0,0,8,793,65,4,1053,43,31,526,6,0,237,1,0,701,13,11,697,0,350,2,0,0,277,25840
111,2024,5,A3926,BILBAO - ERMUA - EIBAR (Autopista),25853,549,86,2616,4,14,0,0,2,946,102,35,490,18,38,1285,6,0,220,0,0,704,28,0,1838,23,363,3,2,0,83,35308
112,2024,5,A3927,BILBAO - LEMOA - ZEANURI (Autopista),14597,556,135,2037,18,0,0,0,0,917,43,1,1471,98,31,583,9,0,350,4,1,666,5,0,600,4,323,2,1,0,142,22594
113,2024,5,A3928,ARTEA - ZEBERIO - UGAO MIRABALLES,1432,25,0,694,0,0,0,0,0,1,5,0,22,0,0,23,0,0,27,0,0,34,0,0,114,0,32,0,0,0,8,2417
114,2024,5,A3930,BILBAO - GALDAKAO (Autopista),17968,491,57,4247,6,0,0,0,1,2046,96,8,1936,112,54,1439,13,15,804,2,0,1427,19,5,373,0,162,17,5,0,227,31530
115,2024,5,A3931,GARAI - DURANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,70
116,2024,5,A3932,GALDAKAO - Metro Bolueta,29249,865,78,11625,50,12,0,0,0,21,1,0,21,2,1,47,2,0,8,1,0,47,2,0,419,0,921,43,15,0,467,43897
117,2024,5,A3933,BILBAO - DURANGO (Autopista),26316,1076,232,4049,65,6,0,0,3,2971,298,2,2041,381,42,2100,213,23,349,1,0,898,49,34,867,2,253,15,5,0,90,42381
118,2024,5,A3512,BILBAO - LEKEITIO (Autopista),25601,938,68,5156,18,1,0,0,2,1480,194,0,413,18,7,837,90,22,213,0,0,570,7,0,1563,0,237,12,0,0,111,37558
119,2024,5,A3513,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,11232,453,25,4001,8,7,0,0,0,518,46,1,358,12,4,274,3,0,74,1,0,211,5,1,836,0,131,13,0,0,60,18274
120,2024,5,A3514,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,35089,1071,69,5685,51,3,2,0,3,1710,140,1,3268,258,15,1773,115,0,285,8,0,1663,5,0,1210,1,256,17,0,0,177,52875
121,2024,5,A3515,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,60863,1708,157,14819,117,2,2,0,1,3391,419,3,4352,240,11,2017,141,0,409,10,0,2280,47,0,2626,2,645,37,0,0,286,94585
122,2024,5,A3523,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,9113,217,10,3113,49,0,0,0,1,525,8,2,281,6,1,313,2,0,52,2,0,214,8,2,944,0,125,5,0,0,38,15031
123,2024,5,A3525,GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,3348,273,9,176,0,0,0,0,0,803,79,1,227,6,0,41,27,0,11,0,0,13,0,0,53,0,5,0,0,0,13,5085
