_id,EKITALDIA/EJERCICIO,HILABETE/MES,ZENBAKIA/CODIGO,LERROA/LINEA,CREDITRANS/CREDITRANS,CREDITRANS F20/CREDITRANS F20,CREDITRANS F50/CREDITRANS F50,GIZATRANS/GIZATRANS,GIZATRANS 20/GIZATRANS 20,GIZATRANS 50/GIZATRANS 50,BBCARD 24/BBCARD 24,BBCARD 48/BBCARD 48,BBCARD 72/BBCARD 72,GAZTE 70/GAZTE 70,GAZTE 70 F20/GAZTE 70 F20,GAZTE 70 F50/GAZTE 70 F50,GORO/GORO,GORO F20/GORO F20,GORO F50/GORO F50,B 50/B 50,B50 F20/B50 F20,B50 F50/B50 F50,B70/B70,B70 F20/B70 F20,B70 F50/B70 F50,BORO/BORO,BORO F20/BORO F20,BORO F50/BORO F50,OHIKOA/OCASIONAL,FAMILIA UGARIA/FAMILIA NUMEROSA,6 URTETIK BEHERAKOAK/MENORES DE 6 ANOS,ITSU-MUP-EN GIDARI-LAGUN/ACOMPANANTE INVIDENTE-PMRS,METROA/METRO,T.M MATXURA/PUP AVERIADO,ENPRESA/EMPRESA,GUZTIRA/TOTAL
228,2024,3,A3922,MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,254,7,,42,,,,,,,,,8,,,,,,,,,,,,5,0,0,0,0,0,0,316
229,2024,3,A2312,Zabalburu - UPV/EHU  (Juan de Garay),11974,795,115,25,28,,,,,2005,278,3,287,44,,329,2,1,132,,,57,1,2,161,0,16,0,0,0,78,16333
230,2024,3,A2314,BILBAO - Erandiogoikoa - UPV/EHU,22240,1599,137,504,18,,,,,2512,248,18,751,90,5,519,96,2,301,25,8,494,1,24,249,1,36,0,0,0,149,30027
231,2024,3,A2318,Termibus - UPV/EHU (Autopista),36137,2672,308,288,9,6,,,,6068,722,48,2980,377,71,538,117,,300,8,,369,24,13,562,0,21,5,0,0,237,51880
232,2024,3,A2321,Santutxu - UPV/EHU (Autopista),8644,527,59,98,,,,,,2984,383,16,997,113,25,293,49,2,271,,,134,,4,96,0,53,0,0,0,170,14918
233,2024,3,A2324,BILBAO - UPV/EHU (Enekuri),8482,907,48,24,1,,,,,1041,115,24,312,62,,275,46,1,104,12,,103,,1,67,0,2,0,0,0,25,11652
234,2024,3,A3115,BILBAO - SANTURTZI,31327,652,155,10892,80,1,1,,,893,117,52,1597,178,42,1177,83,6,501,15,1,1757,143,26,1991,0,1749,72,0,0,1482,54990
235,2024,3,A3122,BILBAO - SESTAO - Errepelega/Repelega,11619,231,50,4298,32,5,,,,354,23,5,490,49,16,511,13,5,209,4,2,563,28,8,573,0,750,39,0,0,569,20446
236,2024,3,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,62026,1524,381,21738,53,15,1,,,4087,298,41,4679,412,70,2907,118,11,1481,30,,4338,165,54,3188,1,3782,91,0,0,3488,114979
237,2024,3,A3135,SESTAO - Cabieces,28248,547,75,14547,45,10,1,,1,1178,133,16,1229,122,15,1225,14,,402,28,,1620,44,7,1737,1,1867,34,0,0,1673,54819
238,2024,3,A3136,BILBAO - BARAKALDO - SANTURTZI,69394,1515,419,22620,107,77,,,,2872,361,13,5334,483,215,3112,105,44,1600,23,6,5145,193,33,4353,3,4396,146,0,0,2803,125372
239,2024,3,A3137,BILBAO - BARAKALDO,21747,651,56,7404,72,1,1,1,2,595,84,7,906,98,15,1036,41,1,329,2,2,1258,100,4,1083,0,1309,60,0,0,1231,38096
240,2024,3,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,23860,429,28,9388,23,,1,,4,1517,211,4,1620,154,14,697,68,9,353,9,1,1148,65,2,1217,0,1108,26,0,0,1584,43540
241,2024,3,A3144,BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),37340,942,156,7891,40,,,,,1801,171,1,2116,239,38,1853,60,22,728,1,5,2338,73,19,1835,4,1618,44,0,0,1468,60803
259,2024,3,A3341,BILBAO - Sodupe - Arespalditza RESPALDIZA,3324,73,52,997,0,0,0,0,0,94,22,8,251,31,1,174,0,0,19,0,0,130,0,0,140,0,54,0,0,0,75,5445
242,2024,3,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),11993,343,16,1772,33,1,,,,726,33,2,371,4,,1613,6,,259,7,,383,,1,220,0,190,6,0,0,768,18747
243,2024,3,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,13050,316,45,4960,8,,,,,934,107,0,627,130,,155,,,60,13,,245,2,,816,3,400,7,0,0,465,22343
244,2024,3,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,3219,33,6,1566,1,,,,,83,10,1,184,8,2,90,7,,6,2,,160,10,1,230,0,88,6,0,0,126,5839
245,2024,3,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,16877,289,23,6223,24,1,,,4,1227,96,,1495,82,1,571,22,1,335,35,,820,15,1,824,0,414,25,0,0,667,30072
246,2024,3,A3333,Gallarta - SANTURTZI,30724,813,182,12106,15,7,1,,,2071,102,29,2252,376,46,643,8,1,389,31,,1395,27,,2252,1,759,64,0,0,1035,55329
247,2024,3,A3335,MUSKIZ - ZIERBENA - SESTAO,12366,195,71,5733,3,1,,,,590,34,3,759,54,,175,4,,118,4,,313,4,,872,0,471,34,0,0,593,22397
248,2024,3,A3336,BILBAO - MUSKIZ,44623,1142,156,13942,77,6,,,1,2828,304,2,2724,286,27,1307,25,5,488,26,14,1732,50,10,2896,4,1760,115,0,0,2047,76597
249,2024,3,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,36457,879,101,11429,17,20,,,,2284,303,2,2021,160,28,1292,37,6,576,26,,1308,27,2,1985,4,1144,29,0,0,979,61116
250,2024,3,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,0,,,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
251,2024,3,A3340,BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),10591,274,,2711,1,,,,,757,145,,651,130,,309,43,,70,85,,243,,,426,1,145,18,0,0,647,17247
252,2024,3,A3521,BILBAO - Hospital Santa Marina Ospitalea,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
253,2024,3,A0651,BILBAO - BALMASEDA,43865,1610,358,11279,154,0,0,0,0,2741,396,46,5629,870,121,1119,71,0,394,0,0,1623,0,0,1900,8,560,15,0,0,826,73585
254,2024,3,A0652,LANESTOSA - BALMASEDA,2774,31,0,995,0,0,0,0,0,58,6,0,19,2,0,3,0,0,0,0,0,16,0,0,691,2,101,1,0,0,10,4709
255,2024,3,A0653,TRUCIOS TURTZIOZ - ARTZENTALES,247,2,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,13,2,0,0,3,1012
256,2024,3,A0654,BALMASEDA - Gurutzeta/Cruces - UPV/EHU,4547,97,24,1762,33,0,0,0,0,532,58,9,520,65,0,139,14,0,44,0,0,75,0,0,206,0,95,2,0,0,94,8316
257,2024,3,A3323,PORTUGALETE - GALDAMES,2707,100,2,1050,0,0,0,0,0,110,24,0,126,4,0,16,5,0,21,4,0,36,1,0,156,0,24,1,0,0,77,4464
260,2024,3,A3342,BILBAO - Sodupe - ARTZINIEGA,16204,687,124,5363,13,12,0,0,0,805,107,61,1396,156,75,361,1,0,127,0,0,808,2,0,725,3,216,9,0,0,166,27421
261,2024,3,A3343,BILBAO - Sodupe - GORDEXOLA,3040,113,14,862,0,1,0,0,0,191,14,21,265,26,4,45,0,0,19,0,0,158,0,0,133,0,40,2,0,0,24,4972
262,2024,3,A2151,Areeta/Las Arenas-LARRABETZU,9047,235,50,1814,4,,,,,964,80,12,980,95,11,387,26,,165,,,612,3,,367,,87,2,,,133,15074
263,2024,3,A2153,BILBAO-Corredor Txorierri-ko Korridorea-LARRABETZU,11333,384,29,1477,45,3,2,3,,897,91,19,3710,77,50,403,,,363,7,,785,48,2,1290,,97,,,,100,21215
264,2024,3,A2161,Bizkaia Zubia/Puente Bizkaia-UPV/EHU,15713,1008,120,4070,9,,,,,2440,452,10,1767,285,30,420,17,,212,3,,665,31,1,485,,363,10,,,189,28300
265,2024,3,A2162,Andra Mari/Santa Maria Getxo-UPV/EHU (Algorta),4681,444,14,307,16,,,,,1458,266,1,343,73,7,87,25,,114,11,,100,18,1,128,,24,2,,,35,8155
266,2024,3,A2163,ERANDIO-UPV/EHU,461,33,3,13,,,,,,249,22,4,113,6,,1,,,5,,,4,,,9,,4,,,,29,956
267,2024,3,A2164,Andra Mari/Santa Maria Getxo-UPV/EHU (Fadura),891,87,2,50,2,,,,,362,69,,65,10,,6,4,,12,,,32,7,,17,,10,,,,10,1636
268,2024,3,A2166,URIBE KOSTA - UPV/EHU,2022,145,30,139,,,,,,919,101,17,469,62,,37,,,36,1,,24,29,,29,,6,,,,20,4086
269,2024,3,A2322,BILBAO-ERANDIO-Astrabudua-UPV/EHU,7295,229,9,1577,4,,,,,1137,47,17,1213,163,5,282,19,,186,17,2,584,3,25,185,1,120,3,,,462,13585
270,2024,3,A3223,BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),11105,407,54,1888,5,31,,,,930,76,9,848,223,5,351,22,,137,,3,497,14,,377,,196,1,,,156,17335
271,2024,3,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,6864,168,7,1315,,,2,4,1,435,35,1,341,34,2,379,5,,140,,,378,1,,167,,72,1,,,166,10518
272,2024,3,A3225,BILBAO - LAUKIZ - MUNGIA,2977,169,9,449,1,,,2,,96,26,6,714,13,,89,,,24,,,214,,3,111,,38,,,,58,4999
273,2024,3,A3247,BILBAO-Aireportua/Aeropuerto,45045,737,77,5457,11,,3,12,20,462,32,13,411,14,25,998,63,5,290,7,24,868,10,4,43337,27,909,22,,,195,99078
274,2024,3,A3250,BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),14031,397,6,734,18,,,,,796,46,,1223,45,,974,5,,324,,,971,26,37,254,,,1,,,72,19960
275,2024,3,A3516,BILBAO - MUNGIA (Por autopista/tik),17592,579,92,2466,23,6,,,,1114,78,5,1409,154,66,638,14,,104,10,,512,10,19,491,,164,4,,,175,25725
276,2024,3,A3517,BILBAO - DERIO - MUNGIA,31143,1048,246,4823,19,,,,,1958,209,40,2822,382,60,1070,112,,547,0,,1654,16,5,1587,,387,5,,,408,48541
277,2024,3,A3518,BILBAO - MUNGIA - BAKIO (Por la autopista/tik),33149,1147,107,5303,34,3,1,,4,1648,252,5,2392,280,68,1147,40,,197,19,,1092,14,27,1841,,345,13,,,436,49564
278,2024,3,A3522,MUNGIA-DERIO-Gurutzeta/Cruces,8539,101,52,1710,1,,,,,344,40,1,541,79,2,308,5,,108,,,487,1,2,268,1,183,5,,,121,12899
279,2024,3,A3524,BERMEO - BAKIO,1133,24,3,66,,,2,,,19,7,,,1,,4,,,1,,,,,,1036,,24,,,,0,2320
280,2024,3,A3527,BILBAO - MUNGIA - BERMEO (Por la autopista/tik),55407,2108,238,8450,63,13,,2,2,5024,420,80,4090,413,153,2335,68,,290,18,,1630,16,53,1755,,507,17,,,640,83792
281,2024,3,A3528,BERMEO - MUNGIA - DERIO - UPV/EHU,3863,200,67,233,,,,,,1107,170,1,351,166,19,38,,,13,,,70,,7,69,,11,,,,46,6431
282,2024,3,A3529,MUNGIA - GAMIZ - FIKA,514,23,,68,,,,,,1,,,26,,,2,,,,,,25,,,36,,2,,,,13,710
283,2024,3,A3530,MUNGIA - MEÃAKA - ARRIETA,215,18,,47,,,,,,,,,,,,,,,,,,32,,,15,,,,,,0,327
284,2024,3,A3531,LEIOA-Hospital Urduliz Ospitalea - GATIKA -MUNGIA,8987,402,24,2923,13,3,,,,592,125,12,1000,57,13,228,30,,43,2,1,485,8,6,351,,363,14,,,136,15818
285,2024,3,A3537,PLENTZIA-GORLIZ-MUNGIA,3965,115,5,979,2,9,2,,,181,7,,573,13,,25,,,54,8,,174,,3,209,,136,13,,,72,6545
