_id,EKITALDIA/EJERCICIO,HILABETE/MES,ZENBAKIA/CODIGO,LERROA/LINEA,CREDITRANS/CREDITRANS,CREDITRANS F20/CREDITRANS F20,CREDITRANS F50/CREDITRANS F50,GIZATRANS/GIZATRANS,GIZATRANS 20/GIZATRANS 20,GIZATRANS 50/GIZATRANS 50,BBCARD 24/BBCARD 24,BBCARD 48/BBCARD 48,BBCARD 72/BBCARD 72,GAZTE 70/GAZTE 70,GAZTE 70 F20/GAZTE 70 F20,GAZTE 70 F50/GAZTE 70 F50,GORO/GORO,GORO F20/GORO F20,GORO F50/GORO F50,OHIKOA/OCASIONAL,FAMILIA UGARIA/FAMILIA NUMEROSA,6 URTETIK BEHERAKOAK/MENORES DE 6 ANOS,ITSU-MUP-EN GIDARI-LAGUN/ACOMPANANTE INVIDENTE-PMRS,METROA/METRO,T.M MATXURA/PUP AVERIADO,ENPRESA/EMPRESA,GUZTIRA/TOTAL
26,2022,1,A3515,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,39342,1262,195,7728,32,,,,,3340,454,9,1793,264,20,2971,6,319,8,0,0,224,57967
27,2022,1,A3523,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,5463,145,14,1721,4,,,,,249,29,,83,36,7,591,0,47,3,0,0,37,8429
28,2022,1,A3525,GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,1992,203,24,46,,,,,,414,54,1,78,21,,119,0,8,0,0,0,15,2975
29,2022,1,A3526,MUNGIA - GERNIKA LUMO - IBARRANGELU,1922,82,3,407,,8,,,,38,48,,36,,,162,0,2,0,0,0,5,2713
30,2022,1,A3532,GERNIKA LUMO - NABARNIZ,34,1,,4,,,,,,18,,,,,,1,0,0,0,0,0,0,58
31,2022,1,A3533,GERNIKA LUMO - MENDATA,47,,,1,,,,,,,,,,,,6,0,0,0,0,0,0,54
32,2022,1,A3534,GERNIKA LUMO - ERRIGOITI,46,,,1,,,,,,,,,,,,4,0,0,0,0,0,0,51
33,2022,1,A3535,LEKEITIO - AMOROTO,117,1,,5,,,,,,,,,,,,2,0,0,0,0,0,0,125
34,2022,1,A3536,LEKEITIO - MENDEXA,44,,,23,,,,,,,,,,,,14,0,0,0,0,0,0,81
35,2022,1,A3538,LEKEITIO-Barainka,16,,,2,,,,,,,,,,,,7,0,0,0,0,0,0,25
36,2022,1,A3915,BILBAO - DURANGO - ONDARROA (Autopista),22406,892,182,6333,25,1,,,,1290,200,6,352,22,9,3311,5,391,20,0,0,118,35563
127,2022,2,A3534,GERNIKA LUMO - ERRIGOITI,55,,,,,,,,,1,,,,,,3,0,0,0,0,0,0,59
37,2022,1,A3916,BILBAO - ERMUA - ONDARROA (Autopista),14917,575,153,2490,2,5,,,,954,113,16,337,42,3,1676,5,237,5,0,0,68,21598
38,2022,1,A3922,MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,183,4,,39,,,,,,1,,,,,,8,0,0,0,0,0,0,235
39,2022,1,A2312,Zabalburu - UPV/EHU  (Juan de Garay),6374,419,49,18,,,,,,767,142,32,91,11,16,189,0,1,0,0,0,37,8146
40,2022,1,A2314,BILBAO - Erandiogoikoa - UPV/EHU,13660,1282,82,235,8,,,,,1409,199,6,483,50,10,370,0,41,0,0,0,71,17906
41,2022,1,A2318,Termibus - UPV/EHU (Autopista),20665,1492,149,132,23,1,,,,2647,347,13,829,133,36,778,3,26,5,0,0,199,27478
42,2022,1,A2321,Santutxu - UPV/EHU (Autopista),6779,400,34,15,,1,,,,1605,150,1,290,119,24,190,0,4,0,0,0,91,9703
43,2022,1,A2324,BILBAO - UPV/EHU (Enekuri),4665,354,23,27,,,,,,347,38,8,63,,,115,0,1,0,0,0,7,5648
44,2022,1,A3115,BILBAO - SANTURTZI,25303,565,180,7442,28,32,1,,,1026,179,7,896,205,14,2818,57,1004,65,0,0,1568,41390
45,2022,1,A3122,BILBAO - SESTAO - Errepelega/Repelega,9683,286,49,2833,8,8,,,,227,37,,323,46,4,887,0,562,55,0,0,607,15615
46,2022,1,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,45661,1256,417,15814,37,14,,,,1803,191,29,1616,205,22,4835,28,2261,45,0,0,3099,77333
47,2022,1,A3135,SESTAO - Cabieces,22169,370,41,10442,41,11,,,,560,38,11,549,37,9,2612,16,1091,17,0,0,1443,39457
48,2022,1,A3136,BILBAO - BARAKALDO - SANTURTZI,43413,1115,347,12885,122,26,,,1,1876,200,40,1511,296,29,5042,30,1971,66,0,0,2592,71562
49,2022,1,A3137,BILBAO - BARAKALDO,17105,349,56,4720,84,21,,,,659,50,2,660,128,14,1496,0,606,19,0,0,1202,27171
50,2022,1,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,18283,368,59,7251,25,5,,,,1354,144,7,582,33,4,1737,1,797,44,0,0,1340,32034
51,2022,1,A3144,BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),29792,831,157,5546,51,2,,4,,1544,161,15,967,188,24,2637,6,976,18,0,0,1530,44449
52,2022,1,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),13370,270,21,1500,5,,,,,361,5,,86,1,2,552,0,193,2,0,0,630,16998
53,2022,1,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,9674,289,2,3233,,,,,,1019,110,,509,77,,1025,0,219,3,0,0,370,16530
128,2022,2,A3535,LEKEITIO - AMOROTO,116,,,3,,,,,,,,,,,,2,0,0,0,0,0,0,121
54,2022,1,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2719,42,,1452,,,,,,79,15,,66,35,1,210,0,100,1,0,0,119,4839
55,2022,1,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,14279,361,26,3909,11,,,,2,1112,105,,960,41,1,1212,1,270,4,0,0,511,22805
56,2022,1,A3333,Gallarta - SANTURTZI,24124,535,111,8641,33,7,,,,2368,343,63,1835,219,11,3213,28,607,50,0,0,1042,43230
57,2022,1,A3335,MUSKIZ - ZIERBENA - SESTAO,8229,263,33,4168,6,3,,,,464,33,2,518,48,7,1214,2,208,14,0,0,421,15633
58,2022,1,A3336,BILBAO - MUSKIZ,36071,1020,188,10786,47,6,,,,3307,340,31,1526,274,24,4172,13,1037,53,0,0,1922,60817
59,2022,1,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,27607,674,78,9233,3,6,,,,2779,314,1,1668,171,38,2624,14,493,8,0,0,792,46503
60,2022,1,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
61,2022,1,A3340,BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),10967,489,45,2264,4,,,,,730,146,,423,69,98,679,2,57,3,0,0,595,16571
62,2022,1,A3521,BILBAO - Hospital Santa Marina Ospitalea,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
63,2022,1,A0651,BILBAO - BALMASEDA,37023,1332,452,7607,86,90,0,0,0,2612,408,7,3975,491,194,2196,18,511,4,0,0,541,57547
64,2022,1,A0652,LANESTOSA - BALMASEDA,1757,42,1,700,21,0,0,0,0,74,23,0,23,0,0,722,1,54,0,0,0,22,3440
65,2022,1,A0653,TRUCIOS TURTZIOZ - ARTZENTALES,152,0,0,289,0,0,0,0,0,11,0,0,0,0,0,445,0,2,0,0,0,0,899
66,2022,1,A0654,BALMASEDA - Gurutzeta/Cruces - UPV/EHU,3544,70,29,1262,14,6,0,0,0,340,74,1,273,29,3,218,0,54,5,0,0,36,5958
67,2022,1,A3323,PORTUGALETE - GALDAMES,1936,49,5,845,0,2,0,0,0,84,5,0,201,10,0,219,0,14,1,0,0,68,3439
68,2022,1,A3334,SANTURTZI - BALMASEDA,2756,64,17,688,1,2,0,0,0,216,71,18,89,22,1,440,0,70,1,0,0,75,4531
69,2022,1,A3341,BILBAO - Sodupe - Arespalditza Respaldiza,2363,71,4,846,0,0,0,0,0,111,2,0,222,71,5,199,2,57,0,0,0,47,4000
70,2022,1,A3342,BILBAO - Sodupe - ARTZINIEGA,12212,676,116,3686,0,3,0,0,0,568,72,4,1071,96,27,857,0,202,0,0,0,193,19783
71,2022,1,A3343,BILBAO - Sodupe - GORDEXOLA,2349,92,10,886,0,0,0,0,0,124,5,3,222,35,8,194,0,41,0,0,0,21,3990
72,2022,1,A2151,Areeta/Las Arenas-LARRABETZU,6937,292,35,1644,6,,,,,798,129,,375,55,30,564,,103,,,,140,11108
129,2022,2,A3536,LEKEITIO - MENDEXA,49,,,16,,,,,,,,,,,,14,0,0,0,0,0,0,79
73,2022,1,A2153,BILBAO-LOIU-Lauroeta-DERIO,8170,525,27,985,49,1,,,,527,106,,1417,44,,893,6,65,2,,,91,12908
74,2022,1,A2161,Bizkaia Zubia/Puente Bizkaia-UPV/EHU,10442,596,68,2413,6,,,,,1302,254,13,478,89,10,622,,215,,,,172,16680
75,2022,1,A2162,Andra Mari/Santa Maria Getxo-UPV/EHU (Algorta),3281,265,37,279,,,,,,434,116,20,214,33,2,190,,46,,,,24,4941
76,2022,1,A2163,ERANDIO-UPV/EHU,362,28,3,19,,,,,,109,7,,27,13,,18,,3,,,,29,618
77,2022,1,A2164,Andra Mari/Santa Maria Getxo-UPV/EHU (Fadura),627,117,1,17,,,,,,129,26,2,46,10,,47,,5,,,,5,1032
78,2022,1,A2166,URIBE KOSTA - UPV/EHU,1384,153,11,68,,,,,,297,74,,103,74,1,51,,4,,,,20,2240
79,2022,1,A2322,BILBAO-ERANDIO-Astrabudua-UPV/EHU,5825,174,41,1369,26,,,,,674,48,,661,143,28,453,,155,4,,,373,9974
80,2022,1,A3223,BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),7840,349,74,1381,2,,,,,629,52,,430,75,,397,,60,,,,126,11415
81,2022,1,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,5335,159,2,990,,,,,,223,20,,203,20,4,193,,12,,,,111,7272
82,2022,1,A3225,BILBAO-LAUKIZ,2362,68,4,454,3,,,,,163,13,,306,44,,182,,48,10,,,76,3733
83,2022,1,A3247,BILBAO-Aireportua/Aeropuerto,18139,362,52,1351,9,29,6,2,6,88,25,,132,28,2,11302,8,361,4,,,81,31987
84,2022,1,A3250,BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),8941,232,25,513,8,,,,,408,57,,658,115,2,208,,4,,,,170,11341
85,2022,1,A3516,BILBAO - MUNGIA (Por autopista/tik),11019,421,65,1475,7,1,,,,515,35,10,709,149,31,563,,82,5,,,160,15247
86,2022,1,A3517,BILBAO - DERIO - MUNGIA,25024,871,260,3637,36,9,,,,1669,283,,1702,245,36,1609,3,158,9,,,390,35941
87,2022,1,A3518,BILBAO - MUNGIA - BAKIO (Por la autopista/tik),23655,1108,118,3206,30,7,,,,1260,94,4,1538,296,43,1979,4,264,19,,,349,33974
88,2022,1,A3522,MUNGIA - DERIO - Cruces/Gurutzeta,6671,123,74,1544,16,8,,,,362,59,,290,49,8,374,,89,4,,,61,9732
89,2022,1,A3524,BERMEO - BAKIO,,,,,,,,,,,,,,,,520,,,,,,0,520
90,2022,1,A3527,BILBAO - MUNGIA - BERMEO (Por la autopista/tik),39423,1579,240,5457,34,14,,,,2866,352,88,2338,470,69,2224,,356,12,,,449,55971
91,2022,1,A3528,BERMEO - MUNGIA - DERIO - UPV/EHU,2149,199,23,119,1,14,,,,686,96,9,126,80,4,179,,2,,,,25,3712
92,2022,1,A3529,MUNGIA - GAMIZ - FIKA,361,24,,35,,,,,,,,,1,,,30,,3,,,,9,463
93,2022,1,A3530,MUNGIA - MEÃAKA - ARRIETA,96,2,,34,,,,,,2,,,,,,21,,2,,,,2,159
94,2022,1,A3531,SOPELANA - MUNGIA - GATIKA,6944,285,59,1980,15,,,,,245,111,21,560,39,38,784,1,180,9,,,67,11338
95,2022,1,A3537,PLENTZIA-GORLIZ-MUNGIA,2263,141,6,553,1,,,,,143,5,,257,85,,287,,82,3,,,55,3881
96,2022,2,A2610,GALDAKAO - UPV/EHU,6596,323,28,261,4,0,0,0,0,4731,444,49,771,103,0,231,0,16,0,0,0,134,13691
97,2022,2,A2611,UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,3144,149,16,283,0,0,0,0,0,1708,199,1,472,64,0,156,0,14,1,0,0,131,6338
98,2022,2,A3613,BILBAO - UGAO MIRABALLES - OROZKO,15367,380,104,7259,23,0,0,0,0,811,58,39,786,69,8,1517,11,709,13,0,0,402,27556
99,2022,2,A3622,BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,4442,96,75,1644,3,0,0,0,0,195,3,4,160,15,2,520,0,120,4,0,0,81,7364
100,2022,2,A3631,BILBAO - GALDAKAO - LARRABETZU,17119,316,88,4869,1,7,0,0,0,1437,210,20,865,90,5,1245,2,410,4,0,0,474,27162
101,2022,2,A3632,BILBAO - ETXEBARRI - BASAURI - San Miguel (BegoÃ±a),2480,52,12,906,5,0,0,0,0,241,6,62,129,10,1,197,0,61,5,0,0,190,4357
102,2022,2,A3641,Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,20993,468,169,8977,40,2,0,0,0,1124,41,79,872,86,6,2066,10,387,24,0,0,218,35562
103,2022,2,A3642,BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),9983,149,81,3883,21,2,0,0,0,497,35,29,274,3,0,514,3,199,8,0,0,136,15817
104,2022,2,A3911,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,24834,797,255,6723,18,12,0,0,0,2786,364,4,1157,179,65,2578,0,299,6,0,0,250,40327
105,2022,2,A3912,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,23034,672,209,6353,34,24,1,0,0,2036,284,16,855,141,27,2735,2,290,7,0,0,332,37052
106,2022,2,A3913,Arrazola - DURANGO,4236,201,93,1697,0,0,0,0,0,876,113,0,278,45,60,579,1,64,4,0,0,31,8278
107,2022,2,A3917,BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,16378,533,209,3279,15,0,0,0,0,1467,133,5,1243,58,132,1524,5,261,5,0,0,236,25483
130,2022,2,A3538,LEKEITIO-Barainka,21,,,,,,,,,,,,,,,5,0,0,0,0,0,0,26
108,2022,2,A3923,BILBAO - DURANGO - ELORRIO (Autopista),24626,1126,249,4385,27,0,0,2,0,2943,435,27,1542,402,34,2335,3,231,6,0,0,106,38479
109,2022,2,A3924,ERMUA - DURANGO - UPV/EHU,4998,589,68,113,0,0,0,0,0,4207,360,59,387,7,27,344,0,3,0,0,0,37,11199
110,2022,2,A3925,BILBAO - LEMOA - OTXANDIO - UBIDE,10503,273,82,2665,14,0,2,0,0,715,66,5,800,23,83,825,6,141,3,0,0,166,16372
111,2022,2,A3926,BILBAO - ERMUA - EIBAR (Autopista),15990,501,176,1699,0,19,0,0,0,1517,167,31,347,84,1,1722,46,185,3,0,0,53,22541
112,2022,2,A3927,BILBAO - LEMOA - ZEANURI (Autopista),7543,442,132,1174,33,0,0,0,0,1168,135,0,1030,99,91,686,2,119,5,0,0,70,12729
113,2022,2,A3928,ARTEA - ZEBERIO - UGAO MIRABALLES,823,7,14,444,0,0,0,0,0,4,0,0,109,2,0,105,0,31,0,0,0,13,1552
114,2022,2,A3930,BILBAO - GALDAKAO (Autopista),12894,339,3,1828,14,0,0,0,0,2895,190,11,1282,130,31,422,1,133,19,0,0,227,20419
115,2022,2,A3931,GARAI - DURANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,45
116,2022,2,A3932,GALDAKAO - Metro Bolueta,22800,641,126,7898,49,82,0,0,0,13,0,1,9,1,0,501,0,574,21,13513,0,272,46501
117,2022,2,A3933,BILBAO - DURANGO (Autopista),18814,932,136,2543,10,4,0,0,0,3499,481,13,1681,310,3,780,1,128,13,0,0,60,29408
118,2022,2,A3512,BILBAO - LEKEITIO (Autopista),16818,763,170,3179,11,,,,,2231,338,51,425,39,14,1592,0,123,13,0,0,101,25868
119,2022,2,A3513,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,7423,227,11,2363,5,12,,,,645,114,,196,9,13,838,0,61,0,0,0,69,11986
120,2022,2,A3514,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,28083,966,151,4370,19,,,,2,2515,274,6,2237,304,23,1365,1,146,6,0,0,225,40693
121,2022,2,A3515,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,42300,1441,172,8845,27,,,2,,4272,679,18,2554,432,26,2917,2,333,9,0,0,213,64242
122,2022,2,A3523,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,5436,159,11,1869,4,1,,,,640,115,2,138,60,4,593,0,38,2,0,0,43,9115
123,2022,2,A3525,GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,3562,326,44,65,,,,,,1857,314,31,269,48,,247,0,7,0,0,0,10,6780
124,2022,2,A3526,MUNGIA - GERNIKA LUMO - IBARRANGELU,2069,90,4,446,,9,,,,69,58,,53,,1,155,0,2,0,0,0,8,2964
125,2022,2,A3532,GERNIKA LUMO - NABARNIZ,37,1,,8,,,,,,16,,,,,,4,0,0,0,0,0,0,66
131,2022,2,A3915,BILBAO - DURANGO - ONDARROA (Autopista),23343,866,181,7192,22,3,,,,1794,306,12,460,48,9,3252,0,353,15,0,0,160,38016
132,2022,2,A3916,BILBAO - ERMUA - ONDARROA (Autopista),16237,657,134,2878,8,6,,,,1614,257,46,500,94,1,1768,5,209,3,0,0,78,24495
133,2022,2,A3922,MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,227,7,,56,,,,,,,,,,,,12,0,0,0,0,0,0,302
134,2022,2,A2312,Zabalburu - UPV/EHU  (Juan de Garay),11424,834,77,36,,,,,,2498,526,38,277,50,25,371,0,0,0,0,0,103,16259
135,2022,2,A2314,BILBAO - Erandiogoikoa - UPV/EHU,24705,2613,145,359,37,,,,,4104,634,1,969,69,39,674,2,49,7,0,0,94,34501
136,2022,2,A2318,Termibus - UPV/EHU (Autopista),35742,2415,327,268,29,,,,,8409,1434,102,2591,319,40,1088,3,35,8,0,0,330,53140
137,2022,2,A2321,Santutxu - UPV/EHU (Autopista),10871,783,69,46,3,,,,,4676,464,3,746,265,24,283,0,12,0,0,0,216,18461
138,2022,2,A2324,BILBAO - UPV/EHU (Enekuri),9820,906,74,57,4,,,,,1674,207,40,212,11,1,247,1,6,0,0,0,15,13275
139,2022,2,A3115,BILBAO - SANTURTZI,26506,701,144,8191,53,73,,2,,1254,228,17,1118,194,17,2770,24,1175,89,0,0,1736,44292
140,2022,2,A3122,BILBAO - SESTAO - Errepelega/Repelega,9305,212,33,3124,8,10,,,,293,28,4,349,31,3,766,4,517,69,0,0,572,15328
141,2022,2,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,43750,1218,374,16356,36,17,,,,1868,155,54,1844,188,27,4693,19,2315,34,0,0,2925,75873
142,2022,2,A3135,SESTAO - Cabieces,22251,399,41,11175,53,8,,,,681,41,13,496,59,7,2637,6,1212,3,0,0,1547,40629
143,2022,2,A3136,BILBAO - BARAKALDO - SANTURTZI,44094,1353,396,13601,102,35,,,1,2194,293,64,1745,302,26,4740,28,2259,80,0,0,2757,74070
144,2022,2,A3137,BILBAO - BARAKALDO,17055,343,65,5052,115,28,,,,831,69,16,836,72,9,1392,0,684,38,0,0,1270,27875
145,2022,2,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,17716,320,89,7464,36,12,,,,1565,146,13,615,60,1,1655,0,844,37,0,0,1362,31935
146,2022,2,A3144,BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),29283,876,174,5537,47,12,,,,1627,152,28,1003,199,7,2438,5,966,27,0,0,1570,43951
147,2022,2,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),13751,307,34,1514,6,,,,,420,32,,146,1,4,473,0,138,4,0,0,573,17403
148,2022,2,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,9981,334,7,3478,6,,,,,1112,129,,553,97,60,941,0,230,5,0,0,390,17323
149,2022,2,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2734,36,1,1634,,,,,,91,10,,66,66,,227,0,61,3,0,0,152,5081
150,2022,2,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,14971,415,11,4179,18,2,,,2,1434,144,,1333,85,19,1269,1,320,18,0,0,606,24827
151,2022,2,A3333,Gallarta - SANTURTZI,24922,609,125,9403,28,12,,,2,2731,485,48,2286,241,27,3078,21,677,58,0,0,1001,45754
152,2022,2,A3335,MUSKIZ - ZIERBENA - SESTAO,8361,195,21,4223,5,,,,,548,53,1,593,87,12,1139,9,193,33,0,0,482,15955
153,2022,2,A3336,BILBAO - MUSKIZ,35270,1111,226,11457,71,10,,,,3594,426,33,1930,273,64,3884,26,1164,48,0,0,1907,61494
154,2022,2,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,29888,746,163,10017,10,6,,,,3174,328,3,1983,205,33,2733,8,578,1,0,0,827,50703
155,2022,2,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
156,2022,2,A3340,BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),11429,531,56,2461,5,,,,,914,157,,604,50,147,752,6,85,3,0,0,723,17923
157,2022,2,A3521,BILBAO - Hospital Santa Marina Ospitalea,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
158,2022,2,A0651,BILBAO - BALMASEDA,40015,1432,503,8605,109,81,0,0,0,3920,706,12,5327,540,204,2441,15,521,4,0,0,587,65022
159,2022,2,A0652,LANESTOSA - BALMASEDA,1853,37,0,786,25,0,0,0,0,63,35,0,20,0,0,775,2,55,0,0,0,25,3676
