_id,EKITALDIA/EJERCICIO,DATUAK ERAUZI DIREN EGUNA/FECHA EXTRACCION,LINEA_KODEA/CODIGO LINEA,LINEA/LINEA,DENBORALDI/TEMPORADA,EGUN MOTA/TIPO DIA,KOPURUA/NUMERO DIAS,ESPEDIZIOAK EGUNEAN/EXPEDICIONES AL DIA,ESPEDIZIOAK GUZTIRA/TOTAL EXPEDICIONES,JOANAK EGUNEAN/IDAS AL DIA,JOANAK GUZTIRA/TOTAL IDAS,ITZULIAK EGUNEAN/VUELTAS AL DIA,ITZULIAK GUZTIRA/TOTAL VUELTAS
347,2024,2024-07-25 08:00:13,A2151,Areeta/Las Arenas - LARRABETZU,Negua,Sabado,6,16,96,8,48,8,48
348,2024,2024-07-25 08:00:13,A2151,Areeta/Las Arenas - LARRABETZU,EHU Eskola-egunak,Festivo,20,16,320,8,160,8,160
491,2024,2024-07-25 08:00:13,A3336,BILBAO - MUSKIZ,Uda (Aurre - Gero),Sabado,1,65,65,32,32,33,33
693,2024,2024-07-25 08:00:13,A3923,BILBAO - DURANGO - ELORRIO (Autopista),Gabonak (25 -1),Festivo,1,14,14,7,7,7,7
349,2024,2024-07-25 08:00:13,A2151,Areeta/Las Arenas - LARRABETZU,EHU Eskola-egunak,Laborable,97,35,3395,18,1746,17,1649
350,2024,2024-07-25 08:00:13,A2151,Areeta/Las Arenas - LARRABETZU,EHU Eskola-egunak,Sabado,19,16,304,8,152,8,152
351,2024,2024-07-25 08:00:13,A2151,Areeta/Las Arenas - LARRABETZU,Gabonak (25 -1),Festivo,1,10,10,5,5,5,5
352,2024,2024-07-25 08:00:13,A2153,BILBAO - Txorierri - LARRABETZU,Negua,Festivo,31,30,930,15,465,15,465
353,2024,2024-07-25 08:00:13,A2153,BILBAO - Txorierri - LARRABETZU,Negua,Laborable,125,33,4125,16,2000,17,2125
354,2024,2024-07-25 08:00:13,A2153,BILBAO - Txorierri - LARRABETZU,Negua,Sabado,25,32,800,16,400,16,400
355,2024,2024-07-25 08:00:13,A2153,BILBAO - Txorierri - LARRABETZU,Gabonak (25 -1),Festivo,1,19,19,10,10,9,9
356,2024,2024-07-25 08:00:13,A2161,Bizkaia Zubia/Puente Bizkaia - UPV/EHU,EHU Eskola-egunak,Festivo,24,27,648,14,336,13,312
357,2024,2024-07-25 08:00:13,A2161,Bizkaia Zubia/Puente Bizkaia - UPV/EHU,EHU Eskola-egunak,Laborable,117,60,7020,31,3627,29,3393
358,2024,2024-07-25 08:00:13,A2161,Bizkaia Zubia/Puente Bizkaia - UPV/EHU,EHU Eskola-egunak,Sabado,23,31,713,16,368,15,345
359,2024,2024-07-25 08:00:13,A2161,Bizkaia Zubia/Puente Bizkaia - UPV/EHU,EHU Murriztua,Festivo,7,27,189,14,98,13,91
360,2024,2024-07-25 08:00:13,A2161,Bizkaia Zubia/Puente Bizkaia - UPV/EHU,EHU Murriztua,Laborable,8,31,248,16,128,15,120
361,2024,2024-07-25 08:00:13,A2161,Bizkaia Zubia/Puente Bizkaia - UPV/EHU,EHU Murriztua,Sabado,2,31,62,16,32,15,30
362,2024,2024-07-25 08:00:13,A2161,Bizkaia Zubia/Puente Bizkaia - UPV/EHU,Gabonak (25 -1),Festivo,1,19,19,10,10,9,9
363,2024,2024-07-25 08:00:13,A2162,Andramari/Santa Maria Getxo - UPV/EHU (Algorta),EHU Eskola-egunak,Laborable,117,26,3042,13,1521,13,1521
364,2024,2024-07-25 08:00:13,A2163,ERANDIO - UPV/EHU,EHU Eskola-egunak,Laborable,97,3,291,2,194,1,97
365,2024,2024-07-25 08:00:13,A2164,Andramari/Santa Maria Getxo - UPV/EHU (Fadura),EHU Eskola-egunak,Laborable,97,6,582,4,388,2,194
366,2024,2024-07-25 08:00:13,A2166,Uribe Kosta - UPV/EHU,EHU Eskola-egunak,Laborable,97,13,1261,6,582,7,679
367,2024,2024-07-25 08:00:13,A2312,Zabalburu - UPV/EHU  (Juan de Garay),EHU Eskola-egunak,Laborable,117,19,2223,8,936,11,1287
368,2024,2024-07-25 08:00:13,A2314,BILBAO - Erandiogoikoa - UPV/EHU,EHU Eskola-egunak,Laborable,117,46,5382,23,2691,23,2691
369,2024,2024-07-25 08:00:13,A2314,BILBAO - Erandiogoikoa - UPV/EHU,EHU Eskola-egunak,Sabado,23,11,253,6,138,5,115
370,2024,2024-07-25 08:00:13,A2315,SANTURTZI - PORTUGALETE - UPV/EHU,EHU Eskola-egunak,Laborable,97,24,2328,13,1261,11,1067
371,2024,2024-07-25 08:00:13,A2315,SANTURTZI - PORTUGALETE - UPV/EHU,EHU Murriztua,Laborable,20,22,440,11,220,11,220
372,2024,2024-07-25 08:00:13,A2316,SESTAO - UPV/EHU,EHU Eskola-egunak,Laborable,97,10,970,5,485,5,485
373,2024,2024-07-25 08:00:13,A2318,Termibus - UPV/EHU (Autopista),EHU Eskola-egunak,Laborable,117,69,8073,35,4095,34,3978
374,2024,2024-07-25 08:00:13,A2321,Santutxu - UPV/EHU (Autopista),EHU Eskola-egunak,Lunes a Jueves,78,6,468,3,234,3,234
375,2024,2024-07-25 08:00:13,A2321,Santutxu - UPV/EHU (Autopista),EHU Eskola-egunak,Laborable,97,28,2716,14,1358,14,1358
376,2024,2024-07-25 08:00:13,A2321,Santutxu - UPV/EHU (Autopista),EHU Murriztua,Laborable,20,28,560,14,280,14,280
377,2024,2024-07-25 08:00:13,A2322,BILBAO - ERANDIO - Astrabudua - UPV/EHU,Bakarra,Festivo,31,16,496,8,248,8,248
378,2024,2024-07-25 08:00:13,A2322,BILBAO - ERANDIO - Astrabudua - UPV/EHU,Bakarra,Laborable,125,34,4250,17,2125,17,2125
379,2024,2024-07-25 08:00:13,A2322,BILBAO - ERANDIO - Astrabudua - UPV/EHU,Bakarra,Sabado,25,32,800,16,400,16,400
380,2024,2024-07-25 08:00:13,A2322,BILBAO - ERANDIO - Astrabudua - UPV/EHU,Gabonak (25 -1),Festivo,1,11,11,5,5,6,6
381,2024,2024-07-25 08:00:13,A2324,BILBAO - UPV/EHU (Enekuri),EHU Eskola-egunak,Laborable,97,12,1164,5,485,7,679
382,2024,2024-07-25 08:00:13,A2326,BARAKALDO - UPV/EHU,EHU Eskola-egunak,Laborable,97,22,2134,12,1164,10,970
383,2024,2024-07-25 08:00:13,A2326,BARAKALDO - UPV/EHU,EHU Murriztua,Laborable,20,21,420,11,220,10,200
384,2024,2024-07-25 08:00:13,A2336,MUSKIZ - UPV/EHU,EHU Eskola-egunak,Lunes a Jueves,78,10,780,4,312,6,468
385,2024,2024-07-25 08:00:13,A2336,MUSKIZ - UPV/EHU,EHU Eskola-egunak,Viernes,19,10,190,4,76,6,114
386,2024,2024-07-25 08:00:13,A2336,MUSKIZ - UPV/EHU,EHU Murriztua,Laborable,20,9,180,4,80,5,100
387,2024,2024-07-25 08:00:13,A2610,GALDAKAO - UPV/EHU,EHU Eskola-egunak,Laborable,97,24,2328,13,1261,11,1067
388,2024,2024-07-25 08:00:13,A2610,GALDAKAO - UPV/EHU,EHU Murriztua,Laborable,20,22,440,11,220,11,220
389,2024,2024-07-25 08:00:13,A2611,UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,EHU Eskola-egunak,Laborable,97,10,970,5,485,5,485
390,2024,2024-07-25 08:00:13,A3115,BILBAO - SANTURTZI,Bakarra,Festivo,31,54,1674,27,837,27,837
391,2024,2024-07-25 08:00:13,A3115,BILBAO - SANTURTZI,Bakarra,Laborable,125,104,13000,52,6500,52,6500
392,2024,2024-07-25 08:00:13,A3115,BILBAO - SANTURTZI,Bakarra,Sabado,25,104,2600,52,1300,52,1300
393,2024,2024-07-25 08:00:13,A3115,BILBAO - SANTURTZI,Gabonak (25 -1),Festivo,1,40,40,20,20,20,20
394,2024,2024-07-25 08:00:13,A3122,BILBAO - SESTAO - Errepelega/Repelega,Bakarra,Festivo,31,32,992,16,496,16,496
395,2024,2024-07-25 08:00:13,A3122,BILBAO - SESTAO - Errepelega/Repelega,Bakarra,Laborable,125,34,4250,17,2125,17,2125
396,2024,2024-07-25 08:00:13,A3122,BILBAO - SESTAO - Errepelega/Repelega,Bakarra,Sabado,25,34,850,17,425,17,425
397,2024,2024-07-25 08:00:13,A3122,BILBAO - SESTAO - Errepelega/Repelega,Gabonak (25 -1),Festivo,1,20,20,10,10,10,10
398,2024,2024-07-25 08:00:13,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,Negua,Festivo,31,63,1953,32,992,31,961
399,2024,2024-07-25 08:00:13,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,Negua,Laborable,125,130,16250,65,8125,65,8125
400,2024,2024-07-25 08:00:13,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,Negua,Sabado,25,130,3250,65,1625,65,1625
401,2024,2024-07-25 08:00:13,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,Gabonak (25 -1),Festivo,1,41,41,21,21,20,20
402,2024,2024-07-25 08:00:13,A3135,SESTAO - Cabieces,Negua,Festivo,31,93,2883,46,1426,47,1457
403,2024,2024-07-25 08:00:13,A3135,SESTAO - Cabieces,Negua,Laborable,125,128,16000,64,8000,64,8000
404,2024,2024-07-25 08:00:13,A3135,SESTAO - Cabieces,Negua,Sabado,25,128,3200,64,1600,64,1600
405,2024,2024-07-25 08:00:13,A3135,SESTAO - Cabieces,Gabonak (25 -1),Festivo,1,60,60,29,29,31,31
406,2024,2024-07-25 08:00:13,A3136,BILBAO - BARAKALDO - SANTURTZI,Bakarra,Festivo,31,79,2449,39,1209,40,1240
407,2024,2024-07-25 08:00:13,A3136,BILBAO - BARAKALDO - SANTURTZI,Bakarra,Laborable,125,82,10250,41,5125,41,5125
408,2024,2024-07-25 08:00:13,A3136,BILBAO - BARAKALDO - SANTURTZI,Bakarra,Sabado,25,82,2050,41,1025,41,1025
409,2024,2024-07-25 08:00:13,A3136,BILBAO - BARAKALDO - SANTURTZI,Gabonak (25 -1),Festivo,1,54,54,30,30,24,24
410,2024,2024-07-25 08:00:13,A3137,BILBAO - BARAKALDO,Bakarra,Festivo,31,54,1674,28,868,26,806
411,2024,2024-07-25 08:00:13,A3137,BILBAO - BARAKALDO,Bakarra,Laborable,125,64,8000,32,4000,32,4000
412,2024,2024-07-25 08:00:13,A3137,BILBAO - BARAKALDO,Bakarra,Sabado,25,64,1600,32,800,32,800
413,2024,2024-07-25 08:00:13,A3137,BILBAO - BARAKALDO,Gabonak (25 -1),Festivo,1,39,39,21,21,18,18
414,2024,2024-07-25 08:00:13,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Festivo,31,33,1023,16,496,17,527
415,2024,2024-07-25 08:00:13,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Laborable,125,63,7875,31,3875,32,4000
416,2024,2024-07-25 08:00:13,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Sabado,25,63,1575,31,775,32,800
417,2024,2024-07-25 08:00:13,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,Gabonak (25 -1),Festivo,1,21,21,10,10,11,11
418,2024,2024-07-25 08:00:13,A3144,BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),Bakarra,Laborable,125,69,8625,34,4250,35,4375
419,2024,2024-07-25 08:00:13,A3144,BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),Bakarra,Sabado,25,69,1725,34,850,35,875
420,2024,2024-07-25 08:00:13,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),Bakarra,Laborable,125,64,8000,31,3875,33,4125
421,2024,2024-07-25 08:00:13,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),Bakarra,Sabado,25,64,1600,31,775,33,825
422,2024,2024-07-25 08:00:13,A3223,BILBAO - LARRABETZU (Artxandako Tunelak/Tuneles Artxanda),Bakarra,Festivo,31,17,527,9,279,8,248
423,2024,2024-07-25 08:00:13,A3223,BILBAO - LARRABETZU (Artxandako Tunelak/Tuneles Artxanda),Bakarra,Laborable,125,35,4375,18,2250,17,2125
424,2024,2024-07-25 08:00:13,A3223,BILBAO - LARRABETZU (Artxandako Tunelak/Tuneles Artxanda),Bakarra,Sabado,25,35,875,18,450,17,425
425,2024,2024-07-25 08:00:13,A3223,BILBAO - LARRABETZU (Artxandako Tunelak/Tuneles Artxanda),Gabonak (25 -1),Festivo,1,9,9,4,4,5,5
426,2024,2024-07-25 08:00:13,A3224,BILBAO - DERIO - Teknologia Parkea/Parque TecnolÃ³gico,Negua,Festivo,31,16,496,8,248,8,248
427,2024,2024-07-25 08:00:13,A3224,BILBAO - DERIO - Teknologia Parkea/Parque TecnolÃ³gico,Negua,Laborable,125,33,4125,17,2125,16,2000
428,2024,2024-07-25 08:00:13,A3224,BILBAO - DERIO - Teknologia Parkea/Parque TecnolÃ³gico,Negua,Sabado,25,16,400,8,200,8,200
429,2024,2024-07-25 08:00:13,A3224,BILBAO - DERIO - Teknologia Parkea/Parque TecnolÃ³gico,Gabonak (25 -1),Festivo,1,10,10,5,5,5,5
430,2024,2024-07-25 08:00:13,A3225,BILBAO - LAUKIZ - MUNGIA,Negua,Festivo,11,8,88,4,44,4,44
431,2024,2024-07-25 08:00:13,A3225,BILBAO - LAUKIZ - MUNGIA,Negua,Laborable,28,22,616,11,308,11,308
432,2024,2024-07-25 08:00:13,A3225,BILBAO - LAUKIZ - MUNGIA,Negua,Sabado,6,14,84,7,42,7,42
433,2024,2024-07-25 08:00:13,A3225,BILBAO - LAUKIZ - MUNGIA,EHU Eskola-egunak,Festivo,20,8,160,4,80,4,80
434,2024,2024-07-25 08:00:13,A3225,BILBAO - LAUKIZ - MUNGIA,EHU Eskola-egunak,Laborable,97,22,2134,11,1067,11,1067
435,2024,2024-07-25 08:00:13,A3225,BILBAO - LAUKIZ - MUNGIA,EHU Eskola-egunak,Sabado,19,14,266,7,133,7,133
436,2024,2024-07-25 08:00:13,A3225,BILBAO - LAUKIZ - MUNGIA,Gabonak (25 -1),Festivo,1,8,8,4,4,4,4
437,2024,2024-07-25 08:00:13,A3247,BILBAO - Aireportua/Aeropuerto,Negua,Festivo,12,103,1236,50,600,53,636
438,2024,2024-07-25 08:00:13,A3247,BILBAO - Aireportua/Aeropuerto,Negua,Laborable,58,103,5974,50,2900,53,3074
439,2024,2024-07-25 08:00:13,A3247,BILBAO - Aireportua/Aeropuerto,Negua,Sabado,10,103,1030,50,500,53,530
440,2024,2024-07-25 08:00:13,A3247,BILBAO - Aireportua/Aeropuerto,Uda (Aurre - Gero),Festivo,19,129,2451,62,1178,67,1273
441,2024,2024-07-25 08:00:13,A3247,BILBAO - Aireportua/Aeropuerto,Uda (Aurre - Gero),Laborable,67,129,8643,62,4154,67,4489
442,2024,2024-07-25 08:00:13,A3247,BILBAO - Aireportua/Aeropuerto,Uda (Aurre - Gero),Sabado,15,129,1935,62,930,67,1005
443,2024,2024-07-25 08:00:13,A3247,BILBAO - Aireportua/Aeropuerto,Gabonak (25 -1),Festivo,1,76,76,34,34,42,42
444,2024,2024-07-25 08:00:13,A3250,BILBAO - Teknologia Parkea/Parque TecnolÃ³gico (Artxandako Tunelak/Tuneles Artxanda),Negua,Lunes a Jueves,100,34,3400,18,1800,16,1600
445,2024,2024-07-25 08:00:13,A3250,BILBAO - Teknologia Parkea/Parque TecnolÃ³gico (Artxandako Tunelak/Tuneles Artxanda),Negua,Viernes,25,30,750,18,450,12,300
446,2024,2024-07-25 08:00:13,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Negua,Festivo,26,30,780,15,390,15,390
447,2024,2024-07-25 08:00:13,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Negua,Laborable,105,34,3570,17,1785,17,1785
448,2024,2024-07-25 08:00:13,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Negua,Sabado,20,30,600,15,300,15,300
449,2024,2024-07-25 08:00:13,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda,Festivo,4,55,220,27,108,28,112
450,2024,2024-07-25 08:00:13,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda,Laborable,15,59,885,29,435,30,450
451,2024,2024-07-25 08:00:13,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda,Sabado,4,55,220,27,108,28,112
452,2024,2024-07-25 08:00:13,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda (Aurre - Gero),Festivo,1,55,55,27,27,28,28
453,2024,2024-07-25 08:00:13,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda (Aurre - Gero),Laborable,5,34,170,17,85,17,85
454,2024,2024-07-25 08:00:13,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda (Aurre - Gero),Sabado,1,55,55,27,27,28,28
455,2024,2024-07-25 08:00:13,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Gabonak (25 -1),Festivo,1,18,18,9,9,9,9
456,2024,2024-07-25 08:00:13,A3323,PORTUGALETE - GALDAMES,Bakarra,Festivo,31,10,310,5,155,5,155
457,2024,2024-07-25 08:00:13,A3323,PORTUGALETE - GALDAMES,Bakarra,Laborable,125,18,2250,9,1125,9,1125
458,2024,2024-07-25 08:00:13,A3323,PORTUGALETE - GALDAMES,Bakarra,Sabado,25,18,450,9,225,9,225
459,2024,2024-07-25 08:00:13,A3323,PORTUGALETE - GALDAMES,Gabonak (25 -1),Festivo,1,4,4,2,2,2,2
460,2024,2024-07-25 08:00:13,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Festivo,31,27,837,14,434,13,403
461,2024,2024-07-25 08:00:13,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Laborable,125,31,3875,16,2000,15,1875
462,2024,2024-07-25 08:00:13,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Sabado,25,27,675,14,350,13,325
463,2024,2024-07-25 08:00:13,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,Gabonak (25 -1),Festivo,1,18,18,9,9,9,9
464,2024,2024-07-25 08:00:13,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,Bakarra,Festivo,31,30,930,15,465,15,465
465,2024,2024-07-25 08:00:13,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,Bakarra,Laborable,125,127,15875,63,7875,64,8000
466,2024,2024-07-25 08:00:13,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,Bakarra,Sabado,25,127,3175,63,1575,64,1600
467,2024,2024-07-25 08:00:13,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,Gabonak (25 -1),Festivo,1,20,20,10,10,10,10
468,2024,2024-07-25 08:00:13,A3333,Gallarta - SANTURTZI,Bakarra,Festivo,31,55,1705,27,837,28,868
469,2024,2024-07-25 08:00:13,A3333,Gallarta - SANTURTZI,Bakarra,Laborable,125,123,15375,62,7750,61,7625
470,2024,2024-07-25 08:00:13,A3333,Gallarta - SANTURTZI,Bakarra,Sabado,25,64,1600,32,800,32,800
471,2024,2024-07-25 08:00:13,A3333,Gallarta - SANTURTZI,Gabonak (25 -1),Festivo,1,36,36,19,19,17,17
472,2024,2024-07-25 08:00:13,A3334,SANTURTZI - BALMASEDA,Negua,Festivo,24,10,240,5,120,5,120
473,2024,2024-07-25 08:00:13,A3334,SANTURTZI - BALMASEDA,Negua,Laborable,117,16,1872,8,936,8,936
474,2024,2024-07-25 08:00:13,A3334,SANTURTZI - BALMASEDA,Negua,Sabado,23,14,322,7,161,7,161
475,2024,2024-07-25 08:00:13,A3334,SANTURTZI - BALMASEDA,Negua Instituturik gabe,Festivo,7,10,70,5,35,5,35
476,2024,2024-07-25 08:00:13,A3334,SANTURTZI - BALMASEDA,Negua Instituturik gabe,Laborable,8,16,128,8,64,8,64
477,2024,2024-07-25 08:00:13,A3334,SANTURTZI - BALMASEDA,Negua Instituturik gabe,Sabado,2,14,28,7,14,7,14
478,2024,2024-07-25 08:00:13,A3334,SANTURTZI - BALMASEDA,Gabonak (25 -1),Festivo,1,6,6,3,3,3,3
479,2024,2024-07-25 08:00:13,A3335,MUSKIZ - ZIERBENA - SESTAO,Negua,Festivo,26,32,832,16,416,16,416
480,2024,2024-07-25 08:00:13,A3335,MUSKIZ - ZIERBENA - SESTAO,Negua,Laborable,105,34,3570,17,1785,17,1785
481,2024,2024-07-25 08:00:13,A3335,MUSKIZ - ZIERBENA - SESTAO,Negua,Sabado,20,32,640,16,320,16,320
482,2024,2024-07-25 08:00:13,A3335,MUSKIZ - ZIERBENA - SESTAO,Uda (Aurre - Gero),Festivo,5,54,270,27,135,27,135
483,2024,2024-07-25 08:00:13,A3335,MUSKIZ - ZIERBENA - SESTAO,Uda (Aurre - Gero),Laborable,20,34,680,17,340,17,340
484,2024,2024-07-25 08:00:13,A3335,MUSKIZ - ZIERBENA - SESTAO,Uda (Aurre - Gero),Sabado,5,54,270,27,135,27,135
485,2024,2024-07-25 08:00:13,A3335,MUSKIZ - ZIERBENA - SESTAO,Gabonak (25 -1),Festivo,1,20,20,10,10,10,10
486,2024,2024-07-25 08:00:13,A3336,BILBAO - MUSKIZ,Negua,Festivo,26,44,1144,22,572,22,572
487,2024,2024-07-25 08:00:13,A3336,BILBAO - MUSKIZ,Negua,Laborable,105,65,6825,33,3465,32,3360
488,2024,2024-07-25 08:00:13,A3336,BILBAO - MUSKIZ,Negua,Sabado,20,64,1280,32,640,32,640
142,2024,2024-04-25 08:00:15,A3336,BILBAO - MUSKIZ,Negua,Festivo,16,44,704,22,352,22,352
489,2024,2024-07-25 08:00:13,A3336,BILBAO - MUSKIZ,Uda (Aurre - Gero),Festivo,1,58,58,29,29,29,29
1046,2024,2024-10-25 08:00:17,A3524,BERMEO - BAKIO,Negua,Laborable,131,14,1834,7,917,7,917
490,2024,2024-07-25 08:00:13,A3336,BILBAO - MUSKIZ,Uda (Aurre - Gero),Laborable,5,65,325,33,165,32,160
493,2024,2024-07-25 08:00:13,A3336,BILBAO - MUSKIZ,Uda (Institutua),Festivo,4,58,232,29,116,29,116
494,2024,2024-07-25 08:00:13,A3336,BILBAO - MUSKIZ,Uda (Institutua),Laborable,15,66,990,33,495,33,495
495,2024,2024-07-25 08:00:13,A3336,BILBAO - MUSKIZ,Uda (Institutua),Sabado,4,65,260,32,128,33,132
496,2024,2024-07-25 08:00:13,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,Bakarra,Festivo,31,31,961,15,465,16,496
497,2024,2024-07-25 08:00:13,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,Bakarra,Laborable,125,61,7625,30,3750,31,3875
498,2024,2024-07-25 08:00:13,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,Bakarra,Sabado,25,61,1525,30,750,31,775
499,2024,2024-07-25 08:00:13,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,Gabonak (25 -1),Festivo,1,18,18,8,8,10,10
500,2024,2024-07-25 08:00:13,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda,Festivo,2,43,86,21,42,22,44
501,2024,2024-07-25 08:00:13,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda,Laborable,5,43,215,21,105,22,110
502,2024,2024-07-25 08:00:13,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda,Sabado,2,43,86,21,42,22,44
503,2024,2024-07-25 08:00:13,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda (Aurre - Gero),Festivo,1,43,43,21,21,22,22
504,2024,2024-07-25 08:00:13,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda (Aurre - Gero),Sabado,1,43,43,21,21,22,22
505,2024,2024-07-25 08:00:13,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda Ekaina,Festivo,2,43,86,21,42,22,44
506,2024,2024-07-25 08:00:13,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda Ekaina,Laborable,10,20,200,10,100,10,100
507,2024,2024-07-25 08:00:13,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda Ekaina,Sabado,2,43,86,21,42,22,44
508,2024,2024-07-25 08:00:13,A3340,BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),Negua,Laborable,125,31,3875,16,2000,15,1875
509,2024,2024-07-25 08:00:13,A3340,BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),Negua,Sabado,25,31,775,16,400,15,375
