_id,EKITALDIA/EJERCICIO,DATUAK ERAUZI DIREN EGUNA/FECHA EXTRACCION,LINEA_KODEA/CODIGO LINEA,LINEA/LINEA,DENBORALDI/TEMPORADA,EGUN MOTA/TIPO DIA,KOPURUA/NUMERO DIAS,ESPEDIZIOAK EGUNEAN/EXPEDICIONES AL DIA,ESPEDIZIOAK GUZTIRA/TOTAL EXPEDICIONES,JOANAK EGUNEAN/IDAS AL DIA,JOANAK GUZTIRA/TOTAL IDAS,ITZULIAK EGUNEAN/VUELTAS AL DIA,ITZULIAK GUZTIRA/TOTAL VUELTAS
398,2023,2023-07-25 08:00:06,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,Negua,Laborable,125,130,16250,65,8125,65,8125
399,2023,2023-07-25 08:00:06,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,Negua,Sabado,25,130,3250,65,1625,65,1625
400,2023,2023-07-25 08:00:06,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,Gabonak (25 -1),Festivo,1,41,41,21,21,20,20
401,2023,2023-07-25 08:00:06,A3135,SESTAO - Cabieces,Negua,Festivo,30,93,2790,46,1380,47,1410
402,2023,2023-07-25 08:00:06,A3135,SESTAO - Cabieces,Negua,Laborable,125,128,16000,64,8000,64,8000
405,2023,2023-07-25 08:00:06,A3136,BILBAO - BARAKALDO - SANTURTZI,Bakarra,Festivo,30,79,2370,39,1170,40,1200
406,2023,2023-07-25 08:00:06,A3136,BILBAO - BARAKALDO - SANTURTZI,Bakarra,Laborable,125,82,10250,41,5125,41,5125
407,2023,2023-07-25 08:00:06,A3136,BILBAO - BARAKALDO - SANTURTZI,Bakarra,Sabado,25,82,2050,41,1025,41,1025
408,2023,2023-07-25 08:00:06,A3136,BILBAO - BARAKALDO - SANTURTZI,Gabonak (25 -1),Festivo,1,54,54,30,30,24,24
409,2023,2023-07-25 08:00:06,A3137,BILBAO - BARAKALDO,Bakarra,Festivo,30,54,1620,28,840,26,780
410,2023,2023-07-25 08:00:06,A3137,BILBAO - BARAKALDO,Bakarra,Laborable,125,64,8000,32,4000,32,4000
411,2023,2023-07-25 08:00:06,A3137,BILBAO - BARAKALDO,Bakarra,Sabado,25,64,1600,32,800,32,800
412,2023,2023-07-25 08:00:06,A3137,BILBAO - BARAKALDO,Gabonak (25 -1),Festivo,1,39,39,21,21,18,18
413,2023,2023-07-25 08:00:06,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Festivo,30,33,990,16,480,17,510
414,2023,2023-07-25 08:00:06,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Laborable,125,63,7875,31,3875,32,4000
415,2023,2023-07-25 08:00:06,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Sabado,25,63,1575,31,775,32,800
416,2023,2023-07-25 08:00:06,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,Gabonak (25 -1),Festivo,1,21,21,10,10,11,11
417,2023,2023-07-25 08:00:06,A3144,BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),Bakarra,Laborable,125,69,8625,34,4250,35,4375
418,2023,2023-07-25 08:00:06,A3144,BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),Bakarra,Sabado,25,69,1725,34,850,35,875
419,2023,2023-07-25 08:00:06,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),Bakarra,Laborable,125,64,8000,31,3875,33,4125
420,2023,2023-07-25 08:00:06,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),Bakarra,Sabado,25,64,1600,31,775,33,825
421,2023,2023-07-25 08:00:06,A3223,BILBAO - LARRABETZU (Artxandako Tunelak/Tuneles Artxanda),Bakarra,Festivo,30,17,510,9,270,8,240
422,2023,2023-07-25 08:00:06,A3223,BILBAO - LARRABETZU (Artxandako Tunelak/Tuneles Artxanda),Bakarra,Laborable,125,35,4375,18,2250,17,2125
423,2023,2023-07-25 08:00:06,A3223,BILBAO - LARRABETZU (Artxandako Tunelak/Tuneles Artxanda),Bakarra,Sabado,25,35,875,18,450,17,425
424,2023,2023-07-25 08:00:06,A3223,BILBAO - LARRABETZU (Artxandako Tunelak/Tuneles Artxanda),Gabonak (25 -1),Festivo,1,9,9,4,4,5,5
425,2023,2023-07-25 08:00:06,A3224,BILBAO - DERIO - Teknologia Parkea/Parque TecnolÃ³gico,Negua,Festivo,30,16,480,8,240,8,240
426,2023,2023-07-25 08:00:06,A3224,BILBAO - DERIO - Teknologia Parkea/Parque TecnolÃ³gico,Negua,Laborable,125,33,4125,17,2125,16,2000
427,2023,2023-07-25 08:00:06,A3224,BILBAO - DERIO - Teknologia Parkea/Parque TecnolÃ³gico,Negua,Sabado,25,16,400,8,200,8,200
428,2023,2023-07-25 08:00:06,A3224,BILBAO - DERIO - Teknologia Parkea/Parque TecnolÃ³gico,Gabonak (25 -1),Festivo,1,10,10,5,5,5,5
429,2023,2023-07-25 08:00:06,A3225,BILBAO - LAUKIZ - MUNGIA,Negua,Festivo,10,8,80,4,40,4,40
430,2023,2023-07-25 08:00:06,A3225,BILBAO - LAUKIZ - MUNGIA,Negua,Laborable,28,22,616,11,308,11,308
431,2023,2023-07-25 08:00:06,A3225,BILBAO - LAUKIZ - MUNGIA,Negua,Sabado,6,14,84,7,42,7,42
432,2023,2023-07-25 08:00:06,A3225,BILBAO - LAUKIZ - MUNGIA,EHU Eskola-egunak,Festivo,20,8,160,4,80,4,80
433,2023,2023-07-25 08:00:06,A3225,BILBAO - LAUKIZ - MUNGIA,EHU Eskola-egunak,Laborable,97,22,2134,11,1067,11,1067
434,2023,2023-07-25 08:00:06,A3225,BILBAO - LAUKIZ - MUNGIA,EHU Eskola-egunak,Sabado,19,14,266,7,133,7,133
435,2023,2023-07-25 08:00:06,A3225,BILBAO - LAUKIZ - MUNGIA,Gabonak (25 -1),Festivo,1,8,8,4,4,4,4
436,2023,2023-07-25 08:00:06,A3247,BILBAO - Aireportua/Aeropuerto,Negua,Festivo,13,103,1339,50,650,53,689
437,2023,2023-07-25 08:00:06,A3247,BILBAO - Aireportua/Aeropuerto,Negua,Laborable,64,103,6592,50,3200,53,3392
438,2023,2023-07-25 08:00:06,A3247,BILBAO - Aireportua/Aeropuerto,Negua,Sabado,12,103,1236,50,600,53,636
439,2023,2023-07-25 08:00:06,A3247,BILBAO - Aireportua/Aeropuerto,Uda,Festivo,17,129,2193,62,1054,67,1139
440,2023,2023-07-25 08:00:06,A3247,BILBAO - Aireportua/Aeropuerto,Uda,Laborable,61,129,7869,62,3782,67,4087
441,2023,2023-07-25 08:00:06,A3247,BILBAO - Aireportua/Aeropuerto,Uda,Sabado,13,129,1677,62,806,67,871
442,2023,2023-07-25 08:00:06,A3247,BILBAO - Aireportua/Aeropuerto,Gabonak (25 -1),Festivo,1,76,76,34,34,42,42
443,2023,2023-07-25 08:00:06,A3250,BILBAO - Teknologia Parkea/Parque TecnolÃ³gico (Artxandako Tunelak/Tuneles Artxanda),Negua,Lunes a Jueves,101,34,3434,18,1818,16,1616
444,2023,2023-07-25 08:00:06,A3250,BILBAO - Teknologia Parkea/Parque TecnolÃ³gico (Artxandako Tunelak/Tuneles Artxanda),Negua,Viernes,24,30,720,18,432,12,288
445,2023,2023-07-25 08:00:06,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Negua,Festivo,26,30,780,15,390,15,390
446,2023,2023-07-25 08:00:06,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Negua,Laborable,103,34,3502,17,1751,17,1751
447,2023,2023-07-25 08:00:06,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Negua,Sabado,21,30,630,15,315,15,315
448,2023,2023-07-25 08:00:06,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda,Festivo,3,55,165,27,81,28,84
449,2023,2023-07-25 08:00:06,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda,Laborable,15,59,885,29,435,30,450
450,2023,2023-07-25 08:00:06,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda,Sabado,3,55,165,27,81,28,84
451,2023,2023-07-25 08:00:06,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda (Aurre - Gero),Festivo,1,55,55,27,27,28,28
452,2023,2023-07-25 08:00:06,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda (Aurre - Gero),Laborable,7,34,238,17,119,17,119
453,2023,2023-07-25 08:00:06,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda (Aurre - Gero),Sabado,1,55,55,27,27,28,28
454,2023,2023-07-25 08:00:06,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Gabonak (25 -1),Festivo,1,18,18,9,9,9,9
455,2023,2023-07-25 08:00:06,A3323,PORTUGALETE - GALDAMES,Bakarra,Festivo,30,10,300,5,150,5,150
456,2023,2023-07-25 08:00:06,A3323,PORTUGALETE - GALDAMES,Bakarra,Laborable,125,18,2250,9,1125,9,1125
457,2023,2023-07-25 08:00:06,A3323,PORTUGALETE - GALDAMES,Bakarra,Sabado,25,18,450,9,225,9,225
458,2023,2023-07-25 08:00:06,A3323,PORTUGALETE - GALDAMES,Gabonak (25 -1),Festivo,1,4,4,2,2,2,2
459,2023,2023-07-25 08:00:06,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Festivo,30,27,810,14,420,13,390
460,2023,2023-07-25 08:00:06,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Laborable,125,31,3875,16,2000,15,1875
461,2023,2023-07-25 08:00:06,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Sabado,25,27,675,14,350,13,325
462,2023,2023-07-25 08:00:06,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,Gabonak (25 -1),Festivo,1,18,18,9,9,9,9
463,2023,2023-07-25 08:00:06,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,Bakarra,Festivo,30,30,900,15,450,15,450
464,2023,2023-07-25 08:00:06,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,Bakarra,Laborable,125,127,15875,63,7875,64,8000
465,2023,2023-07-25 08:00:06,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,Bakarra,Sabado,25,127,3175,63,1575,64,1600
466,2023,2023-07-25 08:00:06,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,Gabonak (25 -1),Festivo,1,20,20,10,10,10,10
467,2023,2023-07-25 08:00:06,A3333,Gallarta - SANTURTZI,Bakarra,Festivo,30,55,1650,27,810,28,840
468,2023,2023-07-25 08:00:06,A3333,Gallarta - SANTURTZI,Bakarra,Laborable,125,123,15375,62,7750,61,7625
469,2023,2023-07-25 08:00:06,A3333,Gallarta - SANTURTZI,Bakarra,Sabado,25,64,1600,32,800,32,800
470,2023,2023-07-25 08:00:06,A3333,Gallarta - SANTURTZI,Gabonak (25 -1),Festivo,1,36,36,19,19,17,17
471,2023,2023-07-25 08:00:06,A3334,SANTURTZI - BALMASEDA,Negua,Festivo,23,10,230,5,115,5,115
472,2023,2023-07-25 08:00:06,A3334,SANTURTZI - BALMASEDA,Negua,Laborable,117,16,1872,8,936,8,936
473,2023,2023-07-25 08:00:06,A3334,SANTURTZI - BALMASEDA,Negua,Sabado,22,14,308,7,154,7,154
474,2023,2023-07-25 08:00:06,A3334,SANTURTZI - BALMASEDA,Negua Instituturik gabe,Festivo,7,10,70,5,35,5,35
475,2023,2023-07-25 08:00:06,A3334,SANTURTZI - BALMASEDA,Negua Instituturik gabe,Laborable,8,16,128,8,64,8,64
476,2023,2023-07-25 08:00:06,A3334,SANTURTZI - BALMASEDA,Negua Instituturik gabe,Sabado,3,14,42,7,21,7,21
477,2023,2023-07-25 08:00:06,A3334,SANTURTZI - BALMASEDA,Gabonak (25 -1),Festivo,1,4,4,2,2,2,2
478,2023,2023-07-25 08:00:06,A3335,MUSKIZ - ZIERBENA - SESTAO,Negua,Festivo,26,32,832,16,416,16,416
479,2023,2023-07-25 08:00:06,A3335,MUSKIZ - ZIERBENA - SESTAO,Negua,Laborable,103,34,3502,17,1751,17,1751
480,2023,2023-07-25 08:00:06,A3335,MUSKIZ - ZIERBENA - SESTAO,Negua,Sabado,21,32,672,16,336,16,336
481,2023,2023-07-25 08:00:06,A3335,MUSKIZ - ZIERBENA - SESTAO,Uda (Aurre - Gero),Festivo,4,54,216,27,108,27,108
482,2023,2023-07-25 08:00:06,A3335,MUSKIZ - ZIERBENA - SESTAO,Uda (Aurre - Gero),Laborable,22,34,748,17,374,17,374
483,2023,2023-07-25 08:00:06,A3335,MUSKIZ - ZIERBENA - SESTAO,Uda (Aurre - Gero),Sabado,4,54,216,27,108,27,108
484,2023,2023-07-25 08:00:06,A3335,MUSKIZ - ZIERBENA - SESTAO,Gabonak (25 -1),Festivo,1,20,20,10,10,10,10
485,2023,2023-07-25 08:00:06,A3336,BILBAO - MUSKIZ,Negua,Festivo,26,44,1144,22,572,22,572
486,2023,2023-07-25 08:00:06,A3336,BILBAO - MUSKIZ,Negua,Laborable,103,65,6695,33,3399,32,3296
487,2023,2023-07-25 08:00:06,A3336,BILBAO - MUSKIZ,Negua,Sabado,21,64,1344,32,672,32,672
488,2023,2023-07-25 08:00:06,A3336,BILBAO - MUSKIZ,Uda (Aurre - Gero),Festivo,1,58,58,29,29,29,29
489,2023,2023-07-25 08:00:06,A3336,BILBAO - MUSKIZ,Uda (Aurre - Gero),Laborable,7,65,455,33,231,32,224
490,2023,2023-07-25 08:00:06,A3336,BILBAO - MUSKIZ,Uda (Aurre - Gero),Sabado,1,65,65,32,32,33,33
491,2023,2023-07-25 08:00:06,A3336,BILBAO - MUSKIZ,Gabonak (25 -1),Festivo,1,29,29,15,15,14,14
492,2023,2023-07-25 08:00:06,A3336,BILBAO - MUSKIZ,Uda (Institutua),Festivo,3,58,174,29,87,29,87
493,2023,2023-07-25 08:00:06,A3336,BILBAO - MUSKIZ,Uda (Institutua),Laborable,15,66,990,33,495,33,495
494,2023,2023-07-25 08:00:06,A3336,BILBAO - MUSKIZ,Uda (Institutua),Sabado,3,65,195,32,96,33,99
403,2023,2023-07-25 08:00:06,A3135,SESTAO - Cabieces,Negua,Sabado,25,128,3200,64,1600,64,1600
495,2023,2023-07-25 08:00:06,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,Bakarra,Festivo,30,31,930,15,450,16,480
496,2023,2023-07-25 08:00:06,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,Bakarra,Laborable,125,61,7625,30,3750,31,3875
497,2023,2023-07-25 08:00:06,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,Bakarra,Sabado,25,61,1525,30,750,31,775
498,2023,2023-07-25 08:00:06,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,Gabonak (25 -1),Festivo,1,18,18,8,8,10,10
499,2023,2023-07-25 08:00:06,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda,Festivo,1,43,43,21,21,22,22
500,2023,2023-07-25 08:00:06,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda,Laborable,5,43,215,21,105,22,110
501,2023,2023-07-25 08:00:06,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda,Sabado,1,43,43,21,21,22,22
502,2023,2023-07-25 08:00:06,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda (Aurre - Gero),Festivo,1,43,43,21,21,22,22
503,2023,2023-07-25 08:00:06,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda (Aurre - Gero),Sabado,1,43,43,21,21,22,22
504,2023,2023-07-25 08:00:06,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda Ekaina,Festivo,2,43,86,21,42,22,44
505,2023,2023-07-25 08:00:06,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda Ekaina,Laborable,10,20,200,10,100,10,100
506,2023,2023-07-25 08:00:06,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda Ekaina,Sabado,2,43,86,21,42,22,44
507,2023,2023-07-25 08:00:06,A3340,BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),Negua,Laborable,125,31,3875,16,2000,15,1875
508,2023,2023-07-25 08:00:06,A3340,BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),Negua,Sabado,25,31,775,16,400,15,375
509,2023,2023-07-25 08:00:06,A3341,BILBAO - Sodupe - Arespalditza Respaldiza,Bakarra,Festivo,30,10,300,5,150,5,150
510,2023,2023-07-25 08:00:06,A3341,BILBAO - Sodupe - Arespalditza Respaldiza,Bakarra,Laborable,125,14,1750,7,875,7,875
511,2023,2023-07-25 08:00:06,A3341,BILBAO - Sodupe - Arespalditza Respaldiza,Bakarra,Sabado,25,10,250,5,125,5,125
