_id,EKITALDIA/EJERCICIO,DATUAK ERAUZI DIREN EGUNA/FECHA EXTRACCION,LINEA_KODEA/CODIGO LINEA,LINEA/LINEA,DENBORALDI/TEMPORADA,EGUN MOTA/TIPO DIA,KOPURUA/NUMERO DIAS,ESPEDIZIOAK EGUNEAN/EXPEDICIONES AL DIA,ESPEDIZIOAK GUZTIRA/TOTAL EXPEDICIONES,JOANAK EGUNEAN/IDAS AL DIA,JOANAK GUZTIRA/TOTAL IDAS,ITZULIAK EGUNEAN/VUELTAS AL DIA,ITZULIAK GUZTIRA/TOTAL VUELTAS
384,2021,2021-09-15 08:37:19,A2324,BILBAO - UPV/EHU (Enekuri),EHU Eskola-egunak,Laborable,99,12,1188,5,495,7,693
3,2021,2021-09-15 08:21:29,A0651,BILBAO - BALMASEDA,Negua,Sabado,13,32,416,16,208,16,208
385,2021,2021-09-15 08:37:19,A2326,BARAKALDO - UPV/EHU,EHU Eskola-egunak,Laborable,99,22,2178,12,1188,10,990
386,2021,2021-09-15 08:37:19,A2326,BARAKALDO - UPV/EHU,EHU Murriztua,Laborable,18,21,378,11,198,10,180
387,2021,2021-09-15 08:37:19,A2336,MUSKIZ - UPV/EHU,EHU Eskola-egunak,Lunes a Jueves,80,10,800,4,320,6,480
388,2021,2021-09-15 08:37:19,A2336,MUSKIZ - UPV/EHU,EHU Eskola-egunak,Viernes,19,10,190,4,76,6,114
389,2021,2021-09-15 08:37:19,A2336,MUSKIZ - UPV/EHU,EHU Murriztua,Laborable,18,9,162,4,72,5,90
390,2021,2021-09-15 08:37:19,A2610,GALDAKAO - UPV/EHU,EHU Eskola-egunak,Laborable,99,24,2376,13,1287,11,1089
391,2021,2021-09-15 08:37:19,A2610,GALDAKAO - UPV/EHU,EHU Murriztua,Laborable,18,22,396,11,198,11,198
392,2021,2021-09-15 08:37:19,A2611,UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,EHU Eskola-egunak,Laborable,99,10,990,5,495,5,495
394,2021,2021-09-15 08:37:19,A3115,BILBAO - SANTURTZI,Bakarra,Laborable,123,104,12792,52,6396,52,6396
395,2021,2021-09-15 08:37:19,A3115,BILBAO - SANTURTZI,Bakarra,Sabado,25,104,2600,52,1300,52,1300
396,2021,2021-09-15 08:37:19,A3115,BILBAO - SANTURTZI,Gabonak (25 -1),Festivo,1,40,40,20,20,20,20
397,2021,2021-09-15 08:37:19,A3122,BILBAO - SESTAO - Errepelega/Repelega,Bakarra,Festivo,32,32,1024,16,512,16,512
398,2021,2021-09-15 08:37:19,A3122,BILBAO - SESTAO - Errepelega/Repelega,Bakarra,Laborable,123,34,4182,17,2091,17,2091
399,2021,2021-09-15 08:37:19,A3122,BILBAO - SESTAO - Errepelega/Repelega,Bakarra,Sabado,25,34,850,17,425,17,425
400,2021,2021-09-15 08:37:19,A3122,BILBAO - SESTAO - Errepelega/Repelega,Gabonak (25 -1),Festivo,1,20,20,10,10,10,10
401,2021,2021-09-15 08:37:19,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,Negua,Festivo,32,63,2016,32,1024,31,992
402,2021,2021-09-15 08:37:19,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,Negua,Laborable,123,131,16113,66,8118,65,7995
403,2021,2021-09-15 08:37:19,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,Negua,Sabado,25,131,3275,66,1650,65,1625
404,2021,2021-09-15 08:37:19,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,Gabonak (25 -1),Festivo,1,41,41,21,21,20,20
405,2021,2021-09-15 08:37:19,A3135,SESTAO - Cabieces,Negua,Festivo,32,93,2976,46,1472,47,1504
406,2021,2021-09-15 08:37:19,A3135,SESTAO - Cabieces,Negua,Laborable,123,128,15744,64,7872,64,7872
407,2021,2021-09-15 08:37:19,A3135,SESTAO - Cabieces,Negua,Sabado,25,128,3200,64,1600,64,1600
409,2021,2021-09-15 08:37:19,A3136,BILBAO - BARAKALDO - SANTURTZI,Bakarra,Festivo,32,79,2528,39,1248,40,1280
410,2021,2021-09-15 08:37:19,A3136,BILBAO - BARAKALDO - SANTURTZI,Bakarra,Laborable,123,82,10086,41,5043,41,5043
411,2021,2021-09-15 08:37:19,A3136,BILBAO - BARAKALDO - SANTURTZI,Bakarra,Sabado,25,82,2050,41,1025,41,1025
412,2021,2021-09-15 08:37:19,A3136,BILBAO - BARAKALDO - SANTURTZI,Gabonak (25 -1),Festivo,1,54,54,30,30,24,24
413,2021,2021-09-15 08:37:19,A3137,BILBAO - BARAKALDO,Bakarra,Festivo,32,54,1728,28,896,26,832
414,2021,2021-09-15 08:37:19,A3137,BILBAO - BARAKALDO,Bakarra,Laborable,123,64,7872,32,3936,32,3936
415,2021,2021-09-15 08:37:19,A3137,BILBAO - BARAKALDO,Bakarra,Sabado,25,64,1600,32,800,32,800
416,2021,2021-09-15 08:37:19,A3137,BILBAO - BARAKALDO,Gabonak (25 -1),Festivo,1,39,39,21,21,18,18
417,2021,2021-09-15 08:37:19,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Festivo,32,33,1056,16,512,17,544
418,2021,2021-09-15 08:37:19,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Laborable,123,63,7749,31,3813,32,3936
419,2021,2021-09-15 08:37:19,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Sabado,25,63,1575,31,775,32,800
420,2021,2021-09-15 08:37:19,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,Gabonak (25 -1),Festivo,1,21,21,10,10,11,11
421,2021,2021-09-15 08:37:19,A3144,BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),Bakarra,Laborable,123,69,8487,34,4182,35,4305
422,2021,2021-09-15 08:37:19,A3144,BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),Bakarra,Sabado,25,69,1725,34,850,35,875
423,2021,2021-09-15 08:37:19,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),Bakarra,Laborable,123,64,7872,31,3813,33,4059
424,2021,2021-09-15 08:37:19,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),Bakarra,Sabado,25,64,1600,31,775,33,825
425,2021,2021-09-15 08:37:19,A3223,BILBAO - LARRABETZU (Artxandako Tunelak/Tuneles Artxanda),Bakarra,Festivo,32,17,544,9,288,8,256
426,2021,2021-09-15 08:37:19,A3223,BILBAO - LARRABETZU (Artxandako Tunelak/Tuneles Artxanda),Bakarra,Laborable,123,35,4305,18,2214,17,2091
427,2021,2021-09-15 08:37:19,A3223,BILBAO - LARRABETZU (Artxandako Tunelak/Tuneles Artxanda),Bakarra,Sabado,25,35,875,18,450,17,425
428,2021,2021-09-15 08:37:19,A3223,BILBAO - LARRABETZU (Artxandako Tunelak/Tuneles Artxanda),Gabonak (25 -1),Festivo,1,9,9,4,4,5,5
429,2021,2021-09-15 08:37:19,A3224,BILBAO - DERIO - Teknologia Parkea/Parque TecnolÃ³gico,Negua,Festivo,32,16,512,8,256,8,256
430,2021,2021-09-15 08:37:19,A3224,BILBAO - DERIO - Teknologia Parkea/Parque TecnolÃ³gico,Negua,Laborable,123,33,4059,17,2091,16,1968
431,2021,2021-09-15 08:37:19,A3224,BILBAO - DERIO - Teknologia Parkea/Parque TecnolÃ³gico,Negua,Sabado,25,16,400,8,200,8,200
432,2021,2021-09-15 08:37:19,A3224,BILBAO - DERIO - Teknologia Parkea/Parque TecnolÃ³gico,Gabonak (25 -1),Festivo,1,10,10,5,5,5,5
433,2021,2021-09-15 08:37:19,A3225,BILBAO - LAUKIZ - MUNGIA,Negua,Festivo,10,8,80,4,40,4,40
434,2021,2021-09-15 08:37:19,A3225,BILBAO - LAUKIZ - MUNGIA,Negua,Laborable,24,22,528,11,264,11,264
435,2021,2021-09-15 08:37:19,A3225,BILBAO - LAUKIZ - MUNGIA,Negua,Sabado,6,14,84,7,42,7,42
436,2021,2021-09-15 08:37:19,A3225,BILBAO - LAUKIZ - MUNGIA,EHU Eskola-egunak,Festivo,22,8,176,4,88,4,88
437,2021,2021-09-15 08:37:19,A3225,BILBAO - LAUKIZ - MUNGIA,EHU Eskola-egunak,Laborable,99,22,2178,11,1089,11,1089
438,2021,2021-09-15 08:37:19,A3225,BILBAO - LAUKIZ - MUNGIA,EHU Eskola-egunak,Sabado,19,14,266,7,133,7,133
439,2021,2021-09-15 08:37:19,A3225,BILBAO - LAUKIZ - MUNGIA,Gabonak (25 -1),Festivo,1,8,8,4,4,4,4
440,2021,2021-09-15 08:37:19,A3247,BILBAO - Aireportua/Aeropuerto,Bakarra,Festivo,32,71,2272,34,1088,37,1184
441,2021,2021-09-15 08:37:19,A3247,BILBAO - Aireportua/Aeropuerto,Bakarra,Laborable,123,71,8733,34,4182,37,4551
442,2021,2021-09-15 08:37:19,A3247,BILBAO - Aireportua/Aeropuerto,Bakarra,Sabado,25,71,1775,34,850,37,925
443,2021,2021-09-15 08:37:19,A3247,BILBAO - Aireportua/Aeropuerto,Gabonak (25 -1),Festivo,1,52,52,24,24,28,28
444,2021,2021-09-15 08:37:19,A3250,BILBAO - Teknologia Parkea/Parque TecnolÃ³gico (Artxandako Tunelak/Tuneles Artxanda),Negua,Lunes a Jueves,100,34,3400,18,1800,16,1600
445,2021,2021-09-15 08:37:19,A3250,BILBAO - Teknologia Parkea/Parque TecnolÃ³gico (Artxandako Tunelak/Tuneles Artxanda),Negua,Viernes,23,30,690,18,414,12,276
446,2021,2021-09-15 08:37:19,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Negua,Festivo,28,30,840,15,420,15,420
447,2021,2021-09-15 08:37:19,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Negua,Laborable,101,34,3434,17,1717,17,1717
448,2021,2021-09-15 08:37:19,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Negua,Sabado,21,30,630,15,315,15,315
449,2021,2021-09-15 08:37:19,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda,Festivo,3,55,165,27,81,28,84
450,2021,2021-09-15 08:37:19,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda,Laborable,18,59,1062,29,522,30,540
451,2021,2021-09-15 08:37:19,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda,Sabado,3,55,165,27,81,28,84
452,2021,2021-09-15 08:37:19,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda (Aurre - Gero),Festivo,1,55,55,27,27,28,28
453,2021,2021-09-15 08:37:19,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda (Aurre - Gero),Laborable,4,34,136,17,68,17,68
454,2021,2021-09-15 08:37:19,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda (Aurre - Gero),Sabado,1,55,55,27,27,28,28
455,2021,2021-09-15 08:37:19,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Gabonak (25 -1),Festivo,1,18,18,9,9,9,9
456,2021,2021-09-15 08:37:19,A3323,PORTUGALETE - GALDAMES,Bakarra,Festivo,32,10,320,5,160,5,160
457,2021,2021-09-15 08:37:19,A3323,PORTUGALETE - GALDAMES,Bakarra,Laborable,123,18,2214,9,1107,9,1107
458,2021,2021-09-15 08:37:19,A3323,PORTUGALETE - GALDAMES,Bakarra,Sabado,25,18,450,9,225,9,225
459,2021,2021-09-15 08:37:19,A3323,PORTUGALETE - GALDAMES,Gabonak (25 -1),Festivo,1,4,4,2,2,2,2
460,2021,2021-09-15 08:37:19,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Festivo,32,27,864,14,448,13,416
461,2021,2021-09-15 08:37:19,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Laborable,123,31,3813,16,1968,15,1845
462,2021,2021-09-15 08:37:19,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Sabado,25,27,675,14,350,13,325
463,2021,2021-09-15 08:37:19,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,Gabonak (25 -1),Festivo,1,18,18,9,9,9,9
464,2021,2021-09-15 08:37:19,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,Bakarra,Festivo,32,30,960,15,480,15,480
465,2021,2021-09-15 08:37:19,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,Bakarra,Laborable,123,127,15621,63,7749,64,7872
466,2021,2021-09-15 08:37:19,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,Bakarra,Sabado,25,127,3175,63,1575,64,1600
467,2021,2021-09-15 08:37:19,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,Gabonak (25 -1),Festivo,1,20,20,10,10,10,10
468,2021,2021-09-15 08:37:19,A3333,Gallarta - SANTURTZI,Bakarra,Festivo,32,55,1760,27,864,28,896
469,2021,2021-09-15 08:37:19,A3333,Gallarta - SANTURTZI,Bakarra,Laborable,123,123,15129,62,7626,61,7503
470,2021,2021-09-15 08:37:19,A3333,Gallarta - SANTURTZI,Bakarra,Sabado,25,64,1600,32,800,32,800
471,2021,2021-09-15 08:37:19,A3333,Gallarta - SANTURTZI,Gabonak (25 -1),Festivo,1,36,36,19,19,17,17
472,2021,2021-09-15 08:37:19,A3334,SANTURTZI - BALMASEDA,Negua,Festivo,32,10,320,5,160,5,160
473,2021,2021-09-15 08:37:19,A3334,SANTURTZI - BALMASEDA,Negua,Laborable,123,16,1968,8,984,8,984
474,2021,2021-09-15 08:37:19,A3334,SANTURTZI - BALMASEDA,Negua,Sabado,25,14,350,7,175,7,175
475,2021,2021-09-15 08:37:19,A3334,SANTURTZI - BALMASEDA,Gabonak (25 -1),Festivo,1,4,4,2,2,2,2
476,2021,2021-09-15 08:37:19,A3335,MUSKIZ - ZIERBENA - SESTAO,Negua,Festivo,28,32,896,16,448,16,448
477,2021,2021-09-15 08:37:19,A3335,MUSKIZ - ZIERBENA - SESTAO,Negua,Laborable,101,34,3434,17,1717,17,1717
478,2021,2021-09-15 08:37:19,A3335,MUSKIZ - ZIERBENA - SESTAO,Negua,Sabado,21,32,672,16,336,16,336
479,2021,2021-09-15 08:37:19,A3335,MUSKIZ - ZIERBENA - SESTAO,Uda (Aurre - Gero),Festivo,4,54,216,27,108,27,108
480,2021,2021-09-15 08:37:19,A3335,MUSKIZ - ZIERBENA - SESTAO,Uda (Aurre - Gero),Laborable,22,34,748,17,374,17,374
481,2021,2021-09-15 08:37:19,A3335,MUSKIZ - ZIERBENA - SESTAO,Uda (Aurre - Gero),Sabado,4,54,216,27,108,27,108
482,2021,2021-09-15 08:37:19,A3335,MUSKIZ - ZIERBENA - SESTAO,Gabonak (25 -1),Festivo,1,20,20,10,10,10,10
483,2021,2021-09-15 08:37:19,A3336,BILBAO - MUSKIZ,Negua,Festivo,28,44,1232,22,616,22,616
484,2021,2021-09-15 08:37:19,A3336,BILBAO - MUSKIZ,Negua,Laborable,101,65,6565,33,3333,32,3232
485,2021,2021-09-15 08:37:19,A3336,BILBAO - MUSKIZ,Negua,Sabado,21,64,1344,32,672,32,672
486,2021,2021-09-15 08:37:19,A3336,BILBAO - MUSKIZ,Uda (Aurre - Gero),Festivo,1,58,58,29,29,29,29
487,2021,2021-09-15 08:37:19,A3336,BILBAO - MUSKIZ,Uda (Aurre - Gero),Laborable,4,65,260,33,132,32,128
488,2021,2021-09-15 08:37:19,A3336,BILBAO - MUSKIZ,Uda (Aurre - Gero),Sabado,1,65,65,32,32,33,33
489,2021,2021-09-15 08:37:19,A3336,BILBAO - MUSKIZ,Gabonak (25 -1),Festivo,1,29,29,15,15,14,14
490,2021,2021-09-15 08:37:19,A3336,BILBAO - MUSKIZ,Uda (Institutua),Festivo,3,58,174,29,87,29,87
491,2021,2021-09-15 08:37:19,A3336,BILBAO - MUSKIZ,Uda (Institutua),Laborable,18,66,1188,33,594,33,594
633,2021,2021-09-15 08:37:19,A3537,PLENTZIA - GORLIZ - MUNGIA,Negua,Festivo,29,14,406,7,203,7,203
492,2021,2021-09-15 08:37:19,A3336,BILBAO - MUSKIZ,Uda (Institutua),Sabado,3,65,195,32,96,33,99
493,2021,2021-09-15 08:37:19,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,Bakarra,Festivo,32,31,992,15,480,16,512
494,2021,2021-09-15 08:37:19,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,Bakarra,Laborable,123,61,7503,30,3690,31,3813
495,2021,2021-09-15 08:37:19,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,Bakarra,Sabado,25,61,1525,30,750,31,775
496,2021,2021-09-15 08:37:19,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,Gabonak (25 -1),Festivo,1,18,18,8,8,10,10
497,2021,2021-09-15 08:37:19,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda,Festivo,1,43,43,21,21,22,22
498,2021,2021-09-15 08:37:19,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda,Laborable,8,43,344,21,168,22,176
499,2021,2021-09-15 08:37:19,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda,Sabado,1,43,43,21,21,22,22
500,2021,2021-09-15 08:37:19,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda (Aurre - Gero),Festivo,1,43,43,21,21,22,22
501,2021,2021-09-15 08:37:19,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda (Aurre - Gero),Sabado,1,43,43,21,21,22,22
502,2021,2021-09-15 08:37:19,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda Ekaina,Festivo,2,43,86,21,42,22,44
503,2021,2021-09-15 08:37:19,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda Ekaina,Laborable,10,20,200,10,100,10,100
504,2021,2021-09-15 08:37:19,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda Ekaina,Sabado,2,43,86,21,42,22,44
505,2021,2021-09-15 08:37:19,A3340,BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),Negua,Laborable,123,31,3813,16,1968,15,1845
506,2021,2021-09-15 08:37:19,A3340,BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),Negua,Sabado,25,31,775,16,400,15,375
507,2021,2021-09-15 08:37:19,A3341,BILBAO - Sodupe - Arespalditza Respaldiza,Bakarra,Festivo,32,10,320,5,160,5,160
