_id,EKITALDIA/EJERCICIO,DATUAK ERAUZI DIREN EGUNA/FECHA EXTRACCION,LINEA_KODEA/CODIGO LINEA,LINEA/LINEA,DENBORALDI/TEMPORADA,EGUN MOTA/TIPO DIA,KOPURUA/NUMERO DIAS,ESPEDIZIOAK EGUNEAN/EXPEDICIONES AL DIA,ESPEDIZIOAK GUZTIRA/TOTAL EXPEDICIONES,JOANAK EGUNEAN/IDAS AL DIA,JOANAK GUZTIRA/TOTAL IDAS,ITZULIAK EGUNEAN/VUELTAS AL DIA,ITZULIAK GUZTIRA/TOTAL VUELTAS
412,2025,2025-10-25 08:00:24,A0652,LANESTOSA - BALMASEDA,Negua Instituturik gabe,Laborable,41,14,574,7,287,7,287
413,2025,2025-10-25 08:00:24,A0652,LANESTOSA - BALMASEDA,Negua Instituturik gabe,Sabado,9,6,54,3,27,3,27
414,2025,2025-10-25 08:00:24,A0652,LANESTOSA - BALMASEDA,Gabonak (25 -1),Festivo,1,4,4,2,2,2,2
415,2025,2025-10-25 08:00:24,A0653,TRUCIOS TURTZIOZ - ARTZENTALES,Bakarra,Laborable,186,14,2604,7,1302,7,1302
416,2025,2025-10-25 08:00:24,A0654,BALMASEDA - Gurutzeta/Cruces - UPV/EHU,Negua Instituturik gabe,Laborable,47,26,1222,14,658,12,564
417,2025,2025-10-25 08:00:24,A0654,BALMASEDA - Gurutzeta/Cruces - UPV/EHU,EHU Eskola-egunak,Laborable,118,26,3068,14,1652,12,1416
418,2025,2025-10-25 08:00:24,A0654,BALMASEDA - Gurutzeta/Cruces - UPV/EHU,EHU Ez Eskolakoa,Laborable,21,26,546,14,294,12,252
419,2025,2025-10-25 08:00:24,A2151,Areeta/Las Arenas - LARRABETZU,Negua,Festivo,17,16,272,8,136,8,136
420,2025,2025-10-25 08:00:24,A2151,Areeta/Las Arenas - LARRABETZU,Negua,Laborable,48,35,1680,18,864,17,816
421,2025,2025-10-25 08:00:24,A2151,Areeta/Las Arenas - LARRABETZU,Negua,Sabado,11,16,176,8,88,8,88
422,2025,2025-10-25 08:00:24,A2151,Areeta/Las Arenas - LARRABETZU,Uda,Festivo,6,16,96,8,48,8,48
423,2025,2025-10-25 08:00:24,A2151,Areeta/Las Arenas - LARRABETZU,Uda,Laborable,20,33,660,17,340,16,320
424,2025,2025-10-25 08:00:24,A2151,Areeta/Las Arenas - LARRABETZU,Uda,Sabado,5,16,80,8,40,8,40
425,2025,2025-10-25 08:00:24,A2151,Areeta/Las Arenas - LARRABETZU,EHU Eskola-egunak,Festivo,24,16,384,8,192,8,192
426,2025,2025-10-25 08:00:24,A2151,Areeta/Las Arenas - LARRABETZU,EHU Eskola-egunak,Laborable,118,35,4130,18,2124,17,2006
427,2025,2025-10-25 08:00:24,A2151,Areeta/Las Arenas - LARRABETZU,EHU Eskola-egunak,Sabado,23,16,368,8,184,8,184
428,2025,2025-10-25 08:00:24,A2151,Areeta/Las Arenas - LARRABETZU,Gabonak (25 -1),Festivo,1,10,10,5,5,5,5
429,2025,2025-10-25 08:00:24,A2153,BILBAO - Txorierri - LARRABETZU,Negua,Festivo,35,30,1050,15,525,15,525
430,2025,2025-10-25 08:00:24,A2153,BILBAO - Txorierri - LARRABETZU,Negua,Laborable,145,33,4785,16,2320,17,2465
431,2025,2025-10-25 08:00:24,A2153,BILBAO - Txorierri - LARRABETZU,Negua,Sabado,30,32,960,16,480,16,480
432,2025,2025-10-25 08:00:24,A2153,BILBAO - Txorierri - LARRABETZU,Negua Instituturik gabe,Festivo,12,30,360,15,180,15,180
433,2025,2025-10-25 08:00:24,A2153,BILBAO - Txorierri - LARRABETZU,Negua Instituturik gabe,Laborable,41,32,1312,16,656,16,656
434,2025,2025-10-25 08:00:24,A2153,BILBAO - Txorierri - LARRABETZU,Negua Instituturik gabe,Sabado,9,32,288,16,144,16,144
435,2025,2025-10-25 08:00:24,A2153,BILBAO - Txorierri - LARRABETZU,Gabonak (25 -1),Festivo,1,19,19,10,10,9,9
436,2025,2025-10-25 08:00:24,A2161,Bizkaia Zubia/Puente Bizkaia - UPV/EHU,EHU Eskola-egunak,Festivo,29,27,783,14,406,13,377
437,2025,2025-10-25 08:00:24,A2161,Bizkaia Zubia/Puente Bizkaia - UPV/EHU,EHU Eskola-egunak,Laborable,143,58,8294,30,4290,28,4004
438,2025,2025-10-25 08:00:24,A2161,Bizkaia Zubia/Puente Bizkaia - UPV/EHU,EHU Eskola-egunak,Sabado,28,31,868,16,448,15,420
439,2025,2025-10-25 08:00:24,A2161,Bizkaia Zubia/Puente Bizkaia - UPV/EHU,EHU Murriztua,Festivo,18,27,486,14,252,13,234
440,2025,2025-10-25 08:00:24,A2161,Bizkaia Zubia/Puente Bizkaia - UPV/EHU,EHU Murriztua,Laborable,43,31,1333,16,688,15,645
441,2025,2025-10-25 08:00:24,A2161,Bizkaia Zubia/Puente Bizkaia - UPV/EHU,EHU Murriztua,Sabado,11,31,341,16,176,15,165
442,2025,2025-10-25 08:00:24,A2161,Bizkaia Zubia/Puente Bizkaia - UPV/EHU,Gabonak (25 -1),Festivo,1,19,19,10,10,9,9
443,2025,2025-10-25 08:00:24,A2162,Andramari/Santa Maria Getxo - UPV/EHU (Algorta),EHU Eskola-egunak,Laborable,143,26,3718,13,1859,13,1859
444,2025,2025-10-25 08:00:24,A2163,ERANDIO - UPV/EHU,EHU Eskola-egunak,Laborable,118,3,354,2,236,1,118
445,2025,2025-10-25 08:00:24,A2164,Andramari/Santa Maria Getxo - UPV/EHU (Fadura),EHU Eskola-egunak,Laborable,118,6,708,4,472,2,236
446,2025,2025-10-25 08:00:24,A2166,Uribe Kosta - UPV/EHU,EHU Eskola-egunak,Laborable,118,13,1534,6,708,7,826
447,2025,2025-10-25 08:00:24,A2312,Zabalburu - UPV/EHU  (Juan de Garay),EHU Eskola-egunak,Laborable,143,20,2860,9,1287,11,1573
448,2025,2025-10-25 08:00:24,A2314,BILBAO - Erandiogoikoa - UPV/EHU,EHU Eskola-egunak,Laborable,143,46,6578,23,3289,23,3289
449,2025,2025-10-25 08:00:24,A2314,BILBAO - Erandiogoikoa - UPV/EHU,EHU Eskola-egunak,Sabado,28,11,308,6,168,5,140
450,2025,2025-10-25 08:00:24,A2314,BILBAO - Erandiogoikoa - UPV/EHU,EHU Murriztua,Laborable,5,22,110,11,55,11,55
451,2025,2025-10-25 08:00:24,A2314,BILBAO - Erandiogoikoa - UPV/EHU,EHU Ez Eskolakoa,Laborable,12,43,516,21,252,22,264
492,2025,2025-10-25 08:00:24,A3135,SESTAO - Cabieces,Uda,Festivo,12,93,1116,47,564,46,552
452,2025,2025-10-25 08:00:24,A2314,BILBAO - Erandiogoikoa - UPV/EHU,EHU Abuztua (A2314),Laborable,20,14,280,8,160,6,120
453,2025,2025-10-25 08:00:24,A2315,SANTURTZI - PORTUGALETE - UPV/EHU,EHU Eskola-egunak,Laborable,118,24,2832,13,1534,11,1298
454,2025,2025-10-25 08:00:24,A2315,SANTURTZI - PORTUGALETE - UPV/EHU,EHU Murriztua,Laborable,30,22,660,11,330,11,330
455,2025,2025-10-25 08:00:24,A2315,SANTURTZI - PORTUGALETE - UPV/EHU,EHU Ez Eskolakoa,Laborable,12,6,72,3,36,3,36
456,2025,2025-10-25 08:00:24,A2316,SESTAO - UPV/EHU,EHU Eskola-egunak,Laborable,118,10,1180,5,590,5,590
457,2025,2025-10-25 08:00:24,A2318,Termibus - UPV/EHU (Autopista),EHU Eskola-egunak,Laborable,143,69,9867,35,5005,34,4862
458,2025,2025-10-25 08:00:24,A2318,Termibus - UPV/EHU (Autopista),EHU Murriztua,Laborable,37,23,851,12,444,11,407
459,2025,2025-10-25 08:00:24,A2321,Santutxu - UPV/EHU (Autopista),EHU Eskola-egunak,Lunes a Jueves,95,6,570,3,285,3,285
460,2025,2025-10-25 08:00:24,A2321,Santutxu - UPV/EHU (Autopista),EHU Eskola-egunak,Laborable,118,28,3304,14,1652,14,1652
461,2025,2025-10-25 08:00:24,A2321,Santutxu - UPV/EHU (Autopista),EHU Murriztua,Laborable,30,28,840,14,420,14,420
462,2025,2025-10-25 08:00:24,A2322,BILBAO - ERANDIO - Astrabudua - UPV/EHU,Bakarra,Festivo,47,16,752,8,376,8,376
463,2025,2025-10-25 08:00:24,A2322,BILBAO - ERANDIO - Astrabudua - UPV/EHU,Bakarra,Laborable,186,34,6324,17,3162,17,3162
464,2025,2025-10-25 08:00:24,A2322,BILBAO - ERANDIO - Astrabudua - UPV/EHU,Bakarra,Sabado,39,32,1248,16,624,16,624
465,2025,2025-10-25 08:00:24,A2322,BILBAO - ERANDIO - Astrabudua - UPV/EHU,Gabonak (25 -1),Festivo,1,11,11,5,5,6,6
466,2025,2025-10-25 08:00:24,A2324,BILBAO - UPV/EHU (Enekuri),EHU Eskola-egunak,Laborable,118,12,1416,5,590,7,826
467,2025,2025-10-25 08:00:24,A2326,BARAKALDO - UPV/EHU,EHU Eskola-egunak,Laborable,118,22,2596,12,1416,10,1180
468,2025,2025-10-25 08:00:24,A2326,BARAKALDO - UPV/EHU,EHU Murriztua,Laborable,30,21,630,11,330,10,300
469,2025,2025-10-25 08:00:24,A2336,MUSKIZ - UPV/EHU,EHU Eskola-egunak,Lunes a Jueves,119,10,1190,4,476,6,714
470,2025,2025-10-25 08:00:24,A2336,MUSKIZ - UPV/EHU,EHU Eskola-egunak,Viernes,29,10,290,4,116,6,174
471,2025,2025-10-25 08:00:24,A2610,GALDAKAO - UPV/EHU,EHU Eskola-egunak,Laborable,118,24,2832,13,1534,11,1298
472,2025,2025-10-25 08:00:24,A2610,GALDAKAO - UPV/EHU,EHU Murriztua,Laborable,30,22,660,11,330,11,330
473,2025,2025-10-25 08:00:24,A2611,UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,EHU Eskola-egunak,Laborable,118,10,1180,5,590,5,590
474,2025,2025-10-25 08:00:24,A3115,BILBAO - SANTURTZI,Bakarra,Festivo,47,54,2538,27,1269,27,1269
475,2025,2025-10-25 08:00:24,A3115,BILBAO - SANTURTZI,Bakarra,Laborable,186,104,19344,52,9672,52,9672
476,2025,2025-10-25 08:00:24,A3115,BILBAO - SANTURTZI,Bakarra,Sabado,39,104,4056,52,2028,52,2028
477,2025,2025-10-25 08:00:24,A3115,BILBAO - SANTURTZI,Gabonak (25 -1),Festivo,1,40,40,20,20,20,20
478,2025,2025-10-25 08:00:24,A3122,BILBAO - SESTAO - Errepelega/Repelega,Bakarra,Festivo,47,32,1504,16,752,16,752
479,2025,2025-10-25 08:00:24,A3122,BILBAO - SESTAO - Errepelega/Repelega,Bakarra,Laborable,186,34,6324,17,3162,17,3162
480,2025,2025-10-25 08:00:24,A3122,BILBAO - SESTAO - Errepelega/Repelega,Bakarra,Sabado,39,34,1326,17,663,17,663
823,2025,2025-10-25 08:00:24,A3913,Arrazola - DURANGO,Negua,Laborable,166,30,4980,15,2490,15,2490
481,2025,2025-10-25 08:00:24,A3122,BILBAO - SESTAO - Errepelega/Repelega,Gabonak (25 -1),Festivo,1,20,20,10,10,10,10
482,2025,2025-10-25 08:00:24,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,Negua,Festivo,41,63,2583,32,1312,31,1271
483,2025,2025-10-25 08:00:24,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,Negua,Laborable,166,130,21580,65,10790,65,10790
484,2025,2025-10-25 08:00:24,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,Negua,Sabado,34,130,4420,65,2210,65,2210
485,2025,2025-10-25 08:00:24,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,Uda,Festivo,6,63,378,32,192,31,186
486,2025,2025-10-25 08:00:24,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,Uda,Laborable,20,68,1360,35,700,33,660
487,2025,2025-10-25 08:00:24,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,Uda,Sabado,5,67,335,34,170,33,165
488,2025,2025-10-25 08:00:24,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,Gabonak (25 -1),Festivo,1,41,41,21,21,20,20
489,2025,2025-10-25 08:00:24,A3135,SESTAO - Cabieces,Negua,Festivo,35,93,3255,46,1610,47,1645
490,2025,2025-10-25 08:00:24,A3135,SESTAO - Cabieces,Negua,Laborable,145,128,18560,64,9280,64,9280
491,2025,2025-10-25 08:00:24,A3135,SESTAO - Cabieces,Negua,Sabado,30,128,3840,64,1920,64,1920
493,2025,2025-10-25 08:00:24,A3135,SESTAO - Cabieces,Uda,Laborable,41,128,5248,64,2624,64,2624
494,2025,2025-10-25 08:00:24,A3135,SESTAO - Cabieces,Uda,Sabado,9,97,873,49,441,48,432
495,2025,2025-10-25 08:00:24,A3135,SESTAO - Cabieces,Gabonak (25 -1),Festivo,1,60,60,29,29,31,31
496,2025,2025-10-25 08:00:24,A3136,BILBAO - BARAKALDO - SANTURTZI,Bakarra,Festivo,47,79,3713,39,1833,40,1880
497,2025,2025-10-25 08:00:24,A3136,BILBAO - BARAKALDO - SANTURTZI,Bakarra,Laborable,186,82,15252,41,7626,41,7626
498,2025,2025-10-25 08:00:24,A3136,BILBAO - BARAKALDO - SANTURTZI,Bakarra,Sabado,39,82,3198,41,1599,41,1599
499,2025,2025-10-25 08:00:24,A3136,BILBAO - BARAKALDO - SANTURTZI,Gabonak (25 -1),Festivo,1,54,54,30,30,24,24
500,2025,2025-10-25 08:00:24,A3137,BILBAO - BARAKALDO,Bakarra,Festivo,47,54,2538,28,1316,26,1222
501,2025,2025-10-25 08:00:24,A3137,BILBAO - BARAKALDO,Bakarra,Laborable,186,64,11904,32,5952,32,5952
502,2025,2025-10-25 08:00:24,A3137,BILBAO - BARAKALDO,Bakarra,Sabado,39,64,2496,32,1248,32,1248
503,2025,2025-10-25 08:00:24,A3137,BILBAO - BARAKALDO,Gabonak (25 -1),Festivo,1,39,39,21,21,18,18
504,2025,2025-10-25 08:00:24,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Festivo,47,33,1551,16,752,17,799
505,2025,2025-10-25 08:00:24,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Laborable,186,63,11718,31,5766,32,5952
506,2025,2025-10-25 08:00:24,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Sabado,39,63,2457,31,1209,32,1248
507,2025,2025-10-25 08:00:24,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,Gabonak (25 -1),Festivo,1,21,21,10,10,11,11
508,2025,2025-10-25 08:00:24,A3144,BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),Bakarra,Laborable,186,69,12834,34,6324,35,6510
509,2025,2025-10-25 08:00:24,A3144,BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),Bakarra,Sabado,39,69,2691,34,1326,35,1365
510,2025,2025-10-25 08:00:24,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),Bakarra,Laborable,186,64,11904,31,5766,33,6138
511,2025,2025-10-25 08:00:24,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),Bakarra,Sabado,39,64,2496,31,1209,33,1287
512,2025,2025-10-25 08:00:24,A3223,BILBAO - LARRABETZU (Artxandako Tunelak/Tuneles Artxanda),Bakarra,Festivo,47,17,799,9,423,8,376
533,2025,2025-10-25 08:00:24,A3247,BILBAO - Aireportua/Aeropuerto,Uda,Festivo,33,141,4653,69,2277,72,2376
513,2025,2025-10-25 08:00:24,A3223,BILBAO - LARRABETZU (Artxandako Tunelak/Tuneles Artxanda),Bakarra,Laborable,186,35,6510,18,3348,17,3162
514,2025,2025-10-25 08:00:24,A3223,BILBAO - LARRABETZU (Artxandako Tunelak/Tuneles Artxanda),Bakarra,Sabado,39,35,1365,18,702,17,663
515,2025,2025-10-25 08:00:24,A3223,BILBAO - LARRABETZU (Artxandako Tunelak/Tuneles Artxanda),Gabonak (25 -1),Festivo,1,9,9,4,4,5,5
516,2025,2025-10-25 08:00:24,A3224,BILBAO - DERIO - Teknologia Parkea/Parque TecnolÃ³gico,Negua,Festivo,41,16,656,8,328,8,328
517,2025,2025-10-25 08:00:24,A3224,BILBAO - DERIO - Teknologia Parkea/Parque TecnolÃ³gico,Negua,Laborable,166,33,5478,17,2822,16,2656
518,2025,2025-10-25 08:00:24,A3224,BILBAO - DERIO - Teknologia Parkea/Parque TecnolÃ³gico,Negua,Sabado,34,16,544,8,272,8,272
519,2025,2025-10-25 08:00:24,A3224,BILBAO - DERIO - Teknologia Parkea/Parque TecnolÃ³gico,Uda,Festivo,6,16,96,8,48,8,48
520,2025,2025-10-25 08:00:24,A3224,BILBAO - DERIO - Teknologia Parkea/Parque TecnolÃ³gico,Uda,Laborable,20,32,640,16,320,16,320
521,2025,2025-10-25 08:00:24,A3224,BILBAO - DERIO - Teknologia Parkea/Parque TecnolÃ³gico,Uda,Sabado,5,16,80,8,40,8,40
522,2025,2025-10-25 08:00:24,A3224,BILBAO - DERIO - Teknologia Parkea/Parque TecnolÃ³gico,Gabonak (25 -1),Festivo,1,10,10,5,5,5,5
523,2025,2025-10-25 08:00:24,A3225,BILBAO - LAUKIZ - MUNGIA,Negua,Festivo,23,8,184,4,92,4,92
524,2025,2025-10-25 08:00:24,A3225,BILBAO - LAUKIZ - MUNGIA,Negua,Laborable,68,22,1496,11,748,11,748
525,2025,2025-10-25 08:00:24,A3225,BILBAO - LAUKIZ - MUNGIA,Negua,Sabado,16,14,224,7,112,7,112
526,2025,2025-10-25 08:00:24,A3225,BILBAO - LAUKIZ - MUNGIA,EHU Eskola-egunak,Festivo,24,8,192,4,96,4,96
527,2025,2025-10-25 08:00:24,A3225,BILBAO - LAUKIZ - MUNGIA,EHU Eskola-egunak,Laborable,118,22,2596,11,1298,11,1298
528,2025,2025-10-25 08:00:24,A3225,BILBAO - LAUKIZ - MUNGIA,EHU Eskola-egunak,Sabado,23,14,322,7,161,7,161
529,2025,2025-10-25 08:00:24,A3225,BILBAO - LAUKIZ - MUNGIA,Gabonak (25 -1),Festivo,1,8,8,4,4,4,4
530,2025,2025-10-25 08:00:24,A3247,BILBAO - Aireportua/Aeropuerto,Negua,Festivo,14,107,1498,52,728,55,770
531,2025,2025-10-25 08:00:24,A3247,BILBAO - Aireportua/Aeropuerto,Negua,Laborable,62,107,6634,52,3224,55,3410
532,2025,2025-10-25 08:00:24,A3247,BILBAO - Aireportua/Aeropuerto,Negua,Sabado,13,107,1391,52,676,55,715
534,2025,2025-10-25 08:00:24,A3247,BILBAO - Aireportua/Aeropuerto,Uda,Laborable,124,141,17484,69,8556,72,8928
535,2025,2025-10-25 08:00:24,A3247,BILBAO - Aireportua/Aeropuerto,Uda,Sabado,26,141,3666,69,1794,72,1872
536,2025,2025-10-25 08:00:24,A3247,BILBAO - Aireportua/Aeropuerto,Gabonak (25 -1),Festivo,1,78,78,36,36,42,42
537,2025,2025-10-25 08:00:24,A3250,BILBAO - Teknologia Parkea/Parque TecnolÃ³gico (Artxandako Tunelak/Tuneles Artxanda),Negua,Lunes a Jueves,134,34,4556,18,2412,16,2144
538,2025,2025-10-25 08:00:24,A3250,BILBAO - Teknologia Parkea/Parque TecnolÃ³gico (Artxandako Tunelak/Tuneles Artxanda),Negua,Viernes,32,30,960,18,576,12,384
539,2025,2025-10-25 08:00:24,A3250,BILBAO - Teknologia Parkea/Parque TecnolÃ³gico (Artxandako Tunelak/Tuneles Artxanda),Uda,Laborable,20,16,320,8,160,8,160
540,2025,2025-10-25 08:00:24,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Negua,Festivo,30,30,900,15,450,15,450
541,2025,2025-10-25 08:00:24,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Negua,Laborable,124,34,4216,17,2108,17,2108
542,2025,2025-10-25 08:00:24,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Negua,Sabado,26,30,780,15,390,15,390
543,2025,2025-10-25 08:00:24,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda,Festivo,15,55,825,27,405,28,420
544,2025,2025-10-25 08:00:24,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda,Laborable,57,59,3363,29,1653,30,1710
545,2025,2025-10-25 08:00:24,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda,Sabado,12,55,660,27,324,28,336
546,2025,2025-10-25 08:00:24,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda (Aurre - Gero),Festivo,2,55,110,27,54,28,56
547,2025,2025-10-25 08:00:24,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda (Aurre - Gero),Laborable,5,34,170,17,85,17,85
548,2025,2025-10-25 08:00:24,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Uda (Aurre - Gero),Sabado,1,55,55,27,27,28,28
549,2025,2025-10-25 08:00:24,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,Gabonak (25 -1),Festivo,1,18,18,9,9,9,9
550,2025,2025-10-25 08:00:24,A3323,PORTUGALETE - GALDAMES,Bakarra,Festivo,47,10,470,5,235,5,235
551,2025,2025-10-25 08:00:24,A3323,PORTUGALETE - GALDAMES,Bakarra,Laborable,186,18,3348,9,1674,9,1674
552,2025,2025-10-25 08:00:24,A3323,PORTUGALETE - GALDAMES,Bakarra,Sabado,39,18,702,9,351,9,351
553,2025,2025-10-25 08:00:24,A3323,PORTUGALETE - GALDAMES,Gabonak (25 -1),Festivo,1,4,4,2,2,2,2
554,2025,2025-10-25 08:00:24,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Festivo,47,27,1269,14,658,13,611
555,2025,2025-10-25 08:00:24,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Laborable,186,31,5766,16,2976,15,2790
556,2025,2025-10-25 08:00:24,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,Bakarra,Sabado,39,27,1053,14,546,13,507
557,2025,2025-10-25 08:00:24,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,Gabonak (25 -1),Festivo,1,18,18,9,9,9,9
558,2025,2025-10-25 08:00:24,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,Bakarra,Festivo,47,30,1410,15,705,15,705
559,2025,2025-10-25 08:00:24,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,Bakarra,Laborable,186,127,23622,63,11718,64,11904
560,2025,2025-10-25 08:00:24,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,Bakarra,Sabado,39,127,4953,63,2457,64,2496
561,2025,2025-10-25 08:00:24,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,Gabonak (25 -1),Festivo,1,20,20,10,10,10,10
562,2025,2025-10-25 08:00:24,A3333,Gallarta - SANTURTZI,Bakarra,Festivo,47,55,2585,27,1269,28,1316
563,2025,2025-10-25 08:00:24,A3333,Gallarta - SANTURTZI,Bakarra,Laborable,186,123,22878,62,11532,61,11346
658,2025,2025-10-25 08:00:24,A3499,PLENTZIA - GORLIZ,Uda,Festivo,6,94,564,47,282,47,282
564,2025,2025-10-25 08:00:24,A3333,Gallarta - SANTURTZI,Bakarra,Sabado,39,64,2496,32,1248,32,1248
565,2025,2025-10-25 08:00:24,A3333,Gallarta - SANTURTZI,Gabonak (25 -1),Festivo,1,36,36,19,19,17,17
566,2025,2025-10-25 08:00:24,A3334,SANTURTZI - BALMASEDA,Negua,Festivo,35,10,350,5,175,5,175
567,2025,2025-10-25 08:00:24,A3334,SANTURTZI - BALMASEDA,Negua,Laborable,145,16,2320,8,1160,8,1160
568,2025,2025-10-25 08:00:24,A3334,SANTURTZI - BALMASEDA,Negua,Sabado,30,14,420,7,210,7,210
569,2025,2025-10-25 08:00:24,A3334,SANTURTZI - BALMASEDA,Negua Instituturik gabe,Festivo,12,10,120,5,60,5,60
570,2025,2025-10-25 08:00:24,A3334,SANTURTZI - BALMASEDA,Negua Instituturik gabe,Laborable,41,16,656,8,328,8,328
571,2025,2025-10-25 08:00:24,A3334,SANTURTZI - BALMASEDA,Negua Instituturik gabe,Sabado,9,14,126,7,63,7,63
572,2025,2025-10-25 08:00:24,A3334,SANTURTZI - BALMASEDA,Gabonak (25 -1),Festivo,1,6,6,3,3,3,3
573,2025,2025-10-25 08:00:24,A3335,MUSKIZ - ZIERBENA - SESTAO,Negua,Festivo,30,32,960,16,480,16,480
574,2025,2025-10-25 08:00:24,A3335,MUSKIZ - ZIERBENA - SESTAO,Negua,Laborable,124,34,4216,17,2108,17,2108
575,2025,2025-10-25 08:00:24,A3335,MUSKIZ - ZIERBENA - SESTAO,Negua,Sabado,26,32,832,16,416,16,416
576,2025,2025-10-25 08:00:24,A3335,MUSKIZ - ZIERBENA - SESTAO,Uda,Festivo,12,54,648,27,324,27,324
577,2025,2025-10-25 08:00:24,A3335,MUSKIZ - ZIERBENA - SESTAO,Uda,Laborable,41,56,2296,28,1148,28,1148
578,2025,2025-10-25 08:00:24,A3335,MUSKIZ - ZIERBENA - SESTAO,Uda,Sabado,9,54,486,27,243,27,243
579,2025,2025-10-25 08:00:24,A3335,MUSKIZ - ZIERBENA - SESTAO,Uda (Aurre - Gero),Festivo,5,54,270,27,135,27,135
580,2025,2025-10-25 08:00:24,A3335,MUSKIZ - ZIERBENA - SESTAO,Uda (Aurre - Gero),Laborable,21,34,714,17,357,17,357
581,2025,2025-10-25 08:00:24,A3335,MUSKIZ - ZIERBENA - SESTAO,Uda (Aurre - Gero),Sabado,4,54,216,27,108,27,108
